"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",9,22,8,22,23,15,19,18,10,22,7,20,6,8,7,21,17
"2",21,21,3,18,25,20,10,4,7,12,13,7,21,17,6,10,4
"3",8,9,18,20,10,21,18,6,20,21,8,4,17,10,18,5,8
"4",13,19,12,23,2,2,7,7,25,8,3,17,9,13,22,17,1
"5",15,23,21,5,5,12,5,21,17,6,6,8,22,7,10,7,16
"6",2,6,2,24,11,10,3,16,2,14,2,13,14,26,8,1,11
"7",10,18,15,25,15,26,26,14,1,5,17,1,26,1,13,15,25
"8",11,12,7,4,22,7,14,5,5,3,23,16,18,9,19,2,19
"9",20,11,13,21,9,22,11,24,19,4,20,18,16,22,4,24,18
"10",24,4,16,19,1,3,15,11,11,16,21,9,5,4,9,8,21
"11",18,2,24,26,26,13,16,19,26,26,26,14,25,15,26,13,12
"12",23,5,19,9,19,23,12,20,6,9,4,21,12,3,17,16,7
"13",26,1,9,14,14,14,1,1,12,1,9,2,1,12,25,26,14
"14",4,26,23,12,13,9,20,3,15,10,25,12,15,2,2,23,2
"15",19,24,11,6,4,11,17,15,4,20,19,3,13,23,20,20,9
"16",14,13,26,3,21,18,13,9,22,15,1,6,4,25,12,25,26
"17",5,15,20,16,18,4,8,23,8,18,10,10,19,19,24,19,22
"18",25,17,14,2,16,1,25,8,14,24,5,22,20,24,1,9,13
"19",17,10,5,15,17,6,4,12,21,19,18,25,23,6,11,22,6
"20",3,3,4,7,3,19,21,10,16,11,11,19,24,18,16,18,20
"21",12,8,22,10,6,16,6,2,3,23,16,24,10,14,3,12,24
"22",6,25,17,13,24,24,2,13,18,13,22,26,7,21,21,6,15
"23",1,16,6,1,7,25,9,25,13,25,24,11,3,11,14,14,5
"24",7,7,10,8,20,5,23,22,23,7,15,5,8,16,5,11,10
"25",16,14,25,17,8,8,22,17,9,2,12,23,2,20,15,4,3
"26",22,20,1,11,12,17,24,26,24,17,14,15,11,5,23,3,23
