"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",11,4,17,20,2,1,20,12,10,1,1,20
"2",17,6,9,15,9,5,10,6,4,4,18,5
"3",7,10,14,3,16,8,4,16,9,5,19,13
"4",1,11,1,4,1,9,11,20,3,20,7,1
"5",16,5,16,7,14,17,12,15,7,14,6,8
"6",3,16,8,8,20,19,19,4,6,2,11,11
"7",20,20,11,1,11,20,1,11,20,19,20,6
"8",5,19,12,11,12,6,14,9,2,13,2,16
"9",10,14,18,9,15,2,6,5,19,8,8,2
"10",14,9,4,2,10,14,16,7,17,6,5,17
"11",4,13,10,16,4,16,7,14,13,7,4,7
"12",19,1,3,13,19,7,3,1,12,11,3,10
"13",18,18,19,12,6,10,13,19,16,3,12,12
"14",8,8,7,17,13,4,18,17,18,17,10,9
"15",15,15,6,6,3,3,8,10,11,15,14,14
"16",2,7,20,14,18,15,9,8,15,16,17,18
"17",13,12,15,18,7,12,2,3,5,18,9,15
"18",12,17,2,19,17,13,15,13,8,10,16,3
"19",9,2,5,10,8,18,5,18,1,9,13,19
"20",6,3,13,5,5,11,17,2,14,12,15,4
