"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",8,20,19,12,12,9,8,12,5,16
"2",11,6,20,18,21,15,21,16,20,14
"3",18,4,14,15,2,12,2,6,4,11
"4",21,11,12,9,9,18,5,14,19,19
"5",17,16,6,6,18,16,10,18,8,12
"6",12,9,1,19,11,19,6,2,6,7
"7",6,8,11,11,4,2,18,17,7,10
"8",16,7,17,1,16,1,7,10,16,9
"9",10,18,3,3,1,8,1,15,18,6
"10",1,1,18,5,6,20,11,21,1,5
"11",4,14,15,20,14,11,3,19,12,1
"12",20,17,21,8,10,4,20,5,9,2
"13",5,19,13,13,17,17,16,4,17,8
"14",3,10,4,2,15,13,19,8,3,18
"15",14,12,10,16,19,6,13,13,2,4
"16",15,21,8,21,3,21,17,11,11,21
"17",7,2,9,7,20,5,4,3,10,20
"18",19,3,2,14,13,7,15,20,15,17
"19",13,13,16,4,5,10,14,1,13,15
"20",2,15,5,17,7,3,9,7,21,13
"21",9,5,7,10,8,14,12,9,14,3
