"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",27,1,22,1,1,13,1,27,13,27,8,14,27,13,15
"2",24,25,3,12,7,19,2,14,25,10,19,17,21,21,5
"3",5,23,24,22,6,5,12,17,21,11,7,6,19,5,17
"4",10,4,1,24,9,23,13,11,14,26,15,27,1,1,3
"5",14,27,12,26,27,11,27,4,27,15,1,9,2,15,6
"6",25,20,25,9,24,4,14,10,7,7,18,25,3,12,12
"7",17,9,20,25,12,9,20,15,3,2,16,11,23,24,11
"8",12,26,14,17,23,7,5,16,12,25,12,22,13,23,24
"9",1,16,4,27,14,1,3,22,1,22,21,13,6,10,19
"10",8,22,9,7,10,12,11,8,6,19,24,2,26,17,26
"11",3,2,5,14,21,17,23,18,8,9,9,4,4,22,16
"12",9,24,21,5,18,18,19,25,4,16,13,16,11,4,4
"13",13,11,13,3,26,25,6,19,11,6,22,5,20,6,7
"14",11,15,2,2,20,2,16,1,16,8,3,15,22,27,22
"15",2,19,15,16,15,27,25,7,18,1,10,20,25,11,1
"16",6,7,23,10,25,21,18,6,23,24,20,12,16,18,18
"17",4,14,19,21,2,16,7,3,9,13,26,21,10,26,9
"18",7,8,8,8,11,10,10,23,24,4,4,23,12,14,10
"19",21,10,27,15,17,14,4,2,26,3,14,1,9,2,25
"20",20,18,18,6,13,24,8,12,20,21,5,7,5,25,13
"21",22,13,6,11,5,6,22,5,10,23,11,8,14,7,8
"22",23,6,11,23,19,20,9,9,5,14,6,18,18,9,20
"23",16,12,26,13,4,26,26,21,2,18,2,26,17,19,27
"24",15,3,17,4,8,8,24,13,19,12,23,19,7,8,23
"25",26,5,16,18,16,3,15,24,17,17,27,3,15,20,2
"26",18,21,10,19,3,22,17,26,15,5,17,10,8,16,21
"27",19,17,7,20,22,15,21,20,22,20,25,24,24,3,14
