"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",18,17,4,9,6,16,20,9,3,5,3,4,13,7,5,10,15,15
"2",21,21,20,12,21,7,14,13,21,11,9,7,12,14,17,15,20,21
"3",4,20,10,14,9,4,17,14,12,19,17,5,1,6,1,21,12,9
"4",17,8,16,13,15,20,18,18,13,14,5,16,2,16,7,4,9,16
"5",11,3,3,4,14,6,13,8,7,15,6,15,19,18,2,16,17,8
"6",16,12,6,18,7,12,1,1,18,13,19,11,6,19,9,18,18,14
"7",9,14,19,17,16,9,8,2,5,16,15,3,18,10,4,6,7,18
"8",20,6,8,20,19,14,15,11,4,18,16,17,10,4,10,12,2,2
"9",6,13,15,19,18,19,11,7,17,6,2,14,17,5,16,20,13,10
"10",8,11,9,3,20,18,3,20,1,20,10,1,5,15,20,11,14,11
"11",7,5,18,15,3,15,6,10,15,2,8,6,8,17,3,13,3,7
"12",10,19,7,8,12,21,9,15,11,1,20,21,16,21,12,14,5,20
"13",19,2,2,21,10,1,4,17,14,8,11,9,21,8,19,9,6,12
"14",1,18,5,11,13,11,7,5,9,10,1,12,3,13,21,2,1,1
"15",13,1,11,7,2,17,16,6,19,12,18,2,20,12,14,3,10,4
"16",2,10,13,16,5,10,21,16,6,9,13,20,15,20,18,7,16,6
"17",15,15,17,6,4,8,2,19,10,17,4,10,14,3,13,17,8,3
"18",3,9,1,10,1,2,10,3,20,21,7,19,9,1,11,8,11,17
"19",5,4,21,2,11,13,12,21,8,7,21,8,11,2,8,1,21,13
"20",14,16,12,5,17,3,5,12,16,4,14,18,7,9,6,5,19,5
"21",12,7,14,1,8,5,19,4,2,3,12,13,4,11,15,19,4,19
