"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",10,1,1,1,8,19,18,1,10,9,12,18
"2",17,18,7,10,11,2,10,2,4,17,3,14
"3",1,2,11,7,6,1,4,19,1,3,19,10
"4",12,15,18,5,9,16,6,6,15,16,18,8
"5",5,8,17,3,18,7,8,17,11,18,6,19
"6",13,13,16,15,12,12,12,16,2,6,14,17
"7",18,10,10,14,2,18,17,18,17,19,9,6
"8",16,6,14,11,3,6,2,9,12,11,13,15
"9",2,14,15,9,15,3,16,4,13,7,10,5
"10",19,7,2,12,19,11,9,5,9,2,17,3
"11",8,17,19,19,1,8,19,10,8,1,1,11
"12",15,19,8,2,13,10,1,12,19,5,8,1
"13",7,9,13,18,7,13,5,3,3,12,7,2
"14",6,3,9,17,14,9,14,7,18,15,16,13
"15",9,12,6,4,4,5,13,13,6,14,15,4
"16",4,11,5,8,5,14,11,8,16,4,5,16
"17",11,5,3,16,10,4,7,15,14,8,2,7
"18",14,4,12,6,17,15,15,11,5,10,4,9
"19",3,16,4,13,16,17,3,14,7,13,11,12
