"","V1","V2","V3","V4","V5","V6"
"1",15,13,21,12,17,15
"2",2,10,13,11,4,18
"3",12,5,4,9,6,8
"4",5,17,10,26,18,22
"5",13,23,15,23,24,25
"6",21,25,26,10,19,3
"7",17,20,3,14,13,19
"8",25,22,14,7,10,10
"9",11,26,20,4,7,21
"10",1,21,22,22,14,9
"11",23,12,9,15,25,6
"12",26,6,19,19,21,20
"13",22,1,6,24,11,16
"14",19,8,8,6,15,23
"15",10,9,2,21,20,11
"16",6,11,18,1,12,7
"17",24,14,1,2,3,26
"18",18,7,23,25,2,5
"19",9,16,24,8,26,17
"20",16,3,12,3,23,13
"21",7,24,7,18,1,14
"22",4,4,25,16,9,24
"23",14,15,11,20,8,2
"24",20,18,17,17,5,12
"25",8,2,16,13,16,1
"26",3,19,5,5,22,4
