"","V1","V2","V3"
"1",17,17,6
"2",9,8,13
"3",5,6,5
"4",12,12,4
"5",13,7,9
"6",16,10,11
"7",15,2,2
"8",6,11,18
"9",10,4,7
"10",1,13,8
"11",2,3,15
"12",18,5,17
"13",8,15,1
"14",7,1,10
"15",4,16,12
"16",3,9,3
"17",14,14,14
"18",11,18,16
