"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",4,25,4,24,12,11,18,25,13,16,17,19,19,23,4,3,27,12,5,23,8
"2",17,9,5,14,15,14,8,1,28,9,16,3,26,20,1,27,16,28,28,14,2
"3",20,18,22,7,21,6,13,17,3,21,21,26,24,25,5,11,21,18,23,6,18
"4",23,7,24,20,4,5,25,20,24,11,24,12,17,11,25,7,23,16,18,17,3
"5",14,5,20,26,13,25,17,6,12,26,9,14,10,19,22,5,26,26,27,8,21
"6",15,1,1,11,28,2,1,13,14,15,28,2,16,15,16,1,1,15,1,1,19
"7",12,13,23,25,27,12,21,11,26,12,3,28,15,26,14,18,6,3,26,26,11
"8",5,23,26,17,26,21,26,10,21,14,18,11,13,4,3,22,18,24,8,7,22
"9",10,10,7,18,19,4,20,23,5,6,8,21,22,8,24,17,8,25,6,9,16
"10",26,17,8,27,16,28,9,18,23,13,2,23,4,13,2,8,3,19,11,15,24
"11",18,24,19,19,9,16,4,27,6,10,19,9,7,7,10,4,7,2,25,12,17
"12",8,21,9,9,8,7,5,19,25,22,6,7,14,22,23,21,24,4,12,13,20
"13",19,22,17,12,17,27,11,5,27,3,27,16,23,5,20,13,28,7,7,27,14
"14",6,19,16,5,24,9,3,3,16,7,10,25,8,10,18,2,20,23,17,19,6
"15",21,3,18,4,10,8,16,12,22,25,13,20,9,6,6,25,5,9,4,10,5
"16",7,6,25,10,7,19,10,7,4,19,5,6,21,12,8,9,9,20,10,24,9
"17",16,27,15,1,11,20,28,14,2,8,11,15,20,27,27,28,2,17,16,20,27
"18",3,4,21,21,22,18,7,26,17,23,23,22,25,16,19,26,11,8,15,18,25
"19",28,15,27,13,1,15,2,21,15,28,15,18,3,28,28,15,14,27,2,28,15
"20",13,8,2,6,3,17,23,8,8,5,22,24,5,18,9,16,22,5,9,16,23
"21",27,2,13,16,23,13,14,22,10,2,7,4,11,1,7,20,25,14,20,25,26
"22",11,26,10,15,2,10,22,2,19,27,1,17,28,9,11,10,13,13,21,2,28
"23",2,12,12,8,6,26,12,24,18,4,25,13,12,24,12,19,4,22,22,4,7
"24",1,28,28,28,14,1,15,15,1,1,14,1,1,14,17,14,15,6,14,5,1
"25",22,20,11,22,18,3,24,4,9,24,26,8,6,21,13,24,10,21,13,22,12
"26",25,14,14,2,25,24,27,28,11,18,4,10,27,17,15,12,19,1,3,11,4
"27",24,16,3,23,5,23,6,9,7,17,12,27,18,3,21,23,17,11,19,3,10
"28",9,11,6,3,20,22,19,16,20,20,20,5,2,2,26,6,12,10,24,21,13
