"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",9,4,26,23,22,26,3,21
"2",2,11,5,26,26,21,18,5
"3",25,9,12,15,11,24,22,20
"4",10,23,14,24,16,16,24,14
"5",6,16,21,21,12,14,9,2
"6",3,2,16,18,5,17,15,24
"7",17,10,15,1,6,6,4,4
"8",8,21,6,8,7,25,12,12
"9",13,26,19,14,2,23,6,6
"10",19,22,13,11,25,11,10,23
"11",23,14,25,12,3,13,16,9
"12",4,18,17,10,21,1,21,8
"13",15,12,18,6,20,19,13,17
"14",7,15,9,4,1,4,26,22
"15",24,25,7,20,19,5,14,3
"16",14,8,23,17,24,7,23,11
"17",22,20,22,2,17,22,19,26
"18",5,7,8,13,18,12,5,16
"19",20,17,10,19,14,20,2,10
"20",1,24,24,7,10,8,1,19
"21",16,19,4,22,4,10,20,18
"22",12,13,2,16,15,3,8,25
"23",11,3,11,5,13,9,17,7
"24",26,1,3,3,23,15,7,13
"25",18,5,1,9,9,18,25,1
"26",21,6,20,25,8,2,11,15
