"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",17,20,4,20,13,11,17,8,19,14,16
"2",6,16,8,11,10,15,20,14,16,8,4
"3",14,7,13,12,3,17,2,7,21,11,20
"4",2,21,14,6,22,20,18,5,3,17,1
"5",13,10,9,21,9,4,7,16,2,15,2
"6",15,8,12,4,21,8,16,20,18,5,7
"7",21,2,6,10,5,6,11,4,15,18,5
"8",9,14,16,15,2,9,15,10,8,20,8
"9",18,13,21,17,19,13,3,3,11,7,3
"10",1,22,15,19,4,7,5,18,14,6,14
"11",5,11,20,2,8,2,14,2,17,13,17
"12",3,5,3,5,12,10,4,9,5,10,9
"13",10,18,10,8,16,5,8,6,9,3,19
"14",16,19,19,9,7,18,10,21,6,12,10
"15",20,4,17,14,17,3,19,13,4,9,15
"16",4,6,7,16,20,16,12,19,10,16,18
"17",11,9,5,18,6,22,21,1,7,4,12
"18",22,15,2,1,1,14,13,15,1,2,21
"19",7,3,18,22,15,19,9,11,20,1,6
"20",8,17,1,13,18,1,1,22,22,21,11
"21",19,12,11,3,14,21,6,12,13,19,13
"22",12,1,22,7,11,12,22,17,12,22,22
