"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",10,1,2,11,11,13,23,21,11,23,11,1,12,22,1,2,3,1,13,12
"2",18,4,17,17,9,20,19,9,21,4,6,14,14,19,4,15,19,10,19,17
"3",15,9,21,15,2,15,5,8,17,14,21,17,10,3,10,20,2,2,14,2
"4",23,13,22,13,12,1,13,23,2,1,14,12,1,21,23,23,12,14,12,1
"5",3,16,19,14,16,19,20,7,3,19,12,8,6,9,9,7,21,6,5,7
"6",22,3,16,9,3,10,18,14,16,22,20,13,22,8,18,5,15,16,2,11
"7",19,18,5,3,10,18,15,5,13,7,8,18,4,10,16,4,4,17,18,6
"8",21,5,7,8,17,17,3,11,7,8,17,7,8,17,8,19,8,20,3,16
"9",8,19,15,18,7,4,16,4,9,21,15,20,17,14,7,21,5,18,8,18
"10",1,12,12,12,1,22,1,22,1,12,2,21,15,11,11,1,13,22,23,14
"11",11,23,23,1,23,23,12,12,12,13,1,11,23,23,12,12,1,11,1,23
"12",14,8,3,22,4,5,11,6,4,2,3,6,11,2,15,6,10,9,6,15
"13",5,11,6,4,5,7,10,16,18,16,7,19,3,20,6,18,17,8,4,9
"14",4,6,11,19,22,9,17,18,15,9,10,10,5,7,17,22,6,5,22,20
"15",13,14,1,23,13,12,22,13,23,11,23,23,7,12,22,13,22,23,7,22
"16",20,21,4,10,14,2,4,15,6,18,9,15,18,6,14,14,20,3,16,19
"17",7,20,8,16,8,21,6,17,19,5,19,9,19,16,21,8,9,4,9,8
"18",16,22,14,20,21,8,2,3,20,15,16,2,2,18,13,3,16,13,15,13
"19",6,7,18,6,15,3,8,10,22,20,5,4,13,13,19,11,7,21,17,3
"20",17,15,10,21,18,16,14,20,14,17,4,5,20,4,3,17,14,19,10,5
"21",2,2,13,2,19,14,7,1,10,3,13,22,16,1,20,16,23,12,11,10
"22",9,17,20,5,6,11,9,19,8,6,18,3,9,5,5,9,18,15,20,21
"23",12,10,9,7,20,6,21,2,5,10,22,16,21,15,2,10,11,7,21,4
