"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",1,20,20,9,11,11,10,20,10,11,1,1,11,1,1,9,11,20,1
"2",2,8,10,1,1,9,2,1,18,10,10,20,15,11,20,10,1,10,19
"3",7,3,15,18,16,3,15,5,12,5,3,3,18,16,15,8,13,9,11
"4",17,6,6,14,18,7,12,13,17,13,7,5,14,4,5,17,19,14,17
"5",14,9,17,12,9,8,19,3,5,2,11,14,12,2,18,19,17,3,4
"6",4,16,5,17,14,12,8,2,3,8,14,12,6,17,12,14,18,19,16
"7",6,4,16,5,7,6,7,14,4,12,12,6,2,15,3,18,6,5,13
"8",9,18,7,3,3,20,18,10,11,9,16,2,19,9,8,15,20,2,9
"9",13,2,3,10,6,17,6,7,16,3,5,7,4,8,19,13,8,18,8
"10",15,12,4,7,12,16,3,18,6,4,6,17,17,14,4,7,15,7,14
"11",11,19,11,11,20,1,1,19,19,1,20,11,10,20,9,20,7,11,10
"12",12,14,12,6,2,4,13,6,14,14,8,15,3,18,6,5,16,17,3
"13",3,5,9,13,15,14,16,15,15,6,15,16,5,5,7,6,4,6,5
"14",20,7,19,8,8,18,14,9,8,7,18,9,13,19,11,2,2,15,18
"15",8,11,1,20,10,10,20,12,20,20,2,10,1,12,10,1,10,1,20
"16",16,15,13,4,17,15,5,4,13,18,13,4,8,3,14,4,9,4,15
"17",10,13,18,19,19,19,9,8,1,19,9,13,20,7,2,11,3,12,6
"18",5,10,8,15,5,5,4,17,7,17,17,8,16,6,16,3,14,16,7
"19",18,17,14,16,4,13,17,16,9,15,4,18,7,13,17,16,5,13,12
"20",19,1,2,2,13,2,11,11,2,16,19,19,9,10,13,12,12,8,2
