"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",21,18,23,27,24,13,20,13,21,1,27,23
"2",11,16,4,10,3,4,2,10,22,2,14,5
"3",6,13,25,18,10,10,22,14,4,19,13,9
"4",18,20,14,15,22,6,26,20,12,8,6,7
"5",24,27,5,5,8,15,23,16,27,26,1,11
"6",13,5,22,11,17,3,15,11,8,25,2,18
"7",2,10,15,14,2,22,27,7,11,27,21,27
"8",17,11,17,3,13,9,8,8,26,12,9,26
"9",1,25,26,6,21,7,10,4,14,5,17,16
"10",22,8,1,19,27,1,16,6,2,11,22,12
"11",27,14,11,9,15,21,19,26,3,3,12,20
"12",25,1,12,23,4,5,12,17,13,16,15,24
"13",19,21,9,12,9,11,5,2,6,18,25,19
"14",4,9,7,26,6,12,7,23,10,4,3,14
"15",10,7,3,1,19,8,25,24,17,20,19,21
"16",23,6,24,13,12,16,6,22,19,9,20,4
"17",26,15,18,24,18,20,3,5,16,21,4,10
"18",3,23,16,22,14,2,14,27,25,23,24,6
"19",12,17,19,7,5,18,17,19,15,14,23,13
"20",15,24,6,25,16,19,21,9,9,13,18,2
"21",9,26,21,20,26,17,1,21,1,15,10,25
"22",7,22,2,16,11,24,13,12,18,10,5,22
"23",16,12,8,17,23,23,9,18,23,24,16,15
"24",20,19,27,2,1,27,11,25,7,22,8,1
"25",8,2,13,4,20,25,4,15,5,7,26,8
"26",14,3,20,21,7,26,24,1,24,6,11,17
"27",5,4,10,8,25,14,18,3,20,17,7,3
