"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",15,5,20,7,16,7,13,8,17,19,18,18,19,19,17,10,19,13
"2",16,15,4,21,19,15,18,16,3,20,4,13,15,2,13,15,16,14
"3",12,1,11,1,5,11,22,1,21,12,13,9,13,1,2,22,22,11
"4",18,6,16,18,7,16,3,18,13,16,19,14,5,8,5,5,15,8
"5",8,14,6,20,6,5,2,3,16,18,8,10,16,14,20,9,8,5
"6",3,3,2,8,14,18,7,10,18,13,3,4,2,7,19,16,13,9
"7",7,17,9,2,8,8,4,13,4,2,15,16,3,9,16,13,20,19
"8",19,20,8,14,18,20,5,9,20,4,16,15,14,17,9,20,6,10
"9",22,10,1,5,12,1,10,21,22,21,12,12,9,11,12,1,1,22
"10",11,22,22,12,1,22,11,11,1,22,11,11,1,22,1,11,12,1
"11",17,9,10,16,13,3,20,4,14,3,5,5,4,20,7,12,14,20
"12",20,13,18,4,3,9,6,14,8,14,2,6,20,16,6,17,7,16
"13",13,21,21,19,11,10,12,19,15,8,22,1,12,5,21,18,9,21
"14",5,16,19,3,17,13,21,17,19,9,6,19,7,13,8,8,10,4
"15",1,11,3,15,2,2,17,12,12,10,21,21,21,10,10,21,17,2
"16",9,12,12,11,22,21,1,22,11,11,1,22,11,21,22,3,21,17
"17",21,19,14,6,10,19,15,5,9,7,9,7,17,6,15,4,18,3
"18",14,8,5,9,4,14,19,15,5,6,17,3,10,18,18,7,3,7
"19",2,7,17,22,21,12,8,2,2,1,14,2,22,12,11,2,11,12
"20",4,18,7,10,20,6,14,7,10,15,20,8,6,3,4,6,5,15
"21",6,2,15,17,9,17,16,6,7,17,10,20,8,15,14,19,4,18
"22",10,4,13,13,15,4,9,20,6,5,7,17,18,4,3,14,2,6
