"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",22,10,18,24,14,23,6,11
"2",5,1,11,21,18,4,20,8
"3",3,21,17,1,4,7,13,12
"4",21,13,5,13,22,8,14,10
"5",23,17,15,15,2,2,23,3
"6",15,15,1,2,19,18,22,13
"7",17,5,12,8,3,16,8,9
"8",24,2,7,3,8,10,2,17
"9",12,8,3,10,12,3,4,5
"10",8,7,4,23,1,13,16,20
"11",20,22,13,11,13,14,19,19
"12",16,20,21,22,23,12,1,6
"13",9,23,24,7,21,1,7,18
"14",11,11,22,18,7,9,21,14
"15",1,4,23,14,11,17,15,4
"16",7,12,14,4,17,11,10,2
"17",14,16,10,20,10,6,9,23
"18",13,3,16,16,20,21,12,16
"19",2,9,9,9,24,24,24,24
"20",6,14,19,12,5,19,3,21
"21",19,24,2,19,6,20,11,1
"22",4,18,6,17,16,15,5,15
"23",10,19,8,6,9,22,18,7
"24",18,6,20,5,15,5,17,22
