"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",18,4,8,6,19,5,10,25,24,11,5,6,14,14,3,17,10,3,7,26
"2",7,26,7,21,24,27,8,10,20,13,19,8,12,11,22,19,26,22,4,9
"3",26,14,20,23,18,20,22,23,5,6,3,20,21,12,10,21,25,11,5,5
"4",9,17,10,5,20,22,24,7,21,25,6,4,26,26,9,27,18,13,22,14
"5",2,15,22,2,11,1,11,17,2,28,28,12,13,16,16,23,28,17,29,29
"6",1,27,1,16,7,15,29,1,15,7,14,15,28,2,2,16,29,7,15,28
"7",4,11,14,10,9,19,15,3,27,8,24,26,5,20,4,25,8,19,9,7
"8",28,22,28,19,28,9,16,5,16,24,9,28,18,15,27,29,13,20,8,27
"9",19,25,13,3,14,7,27,22,28,22,18,27,17,6,12,6,24,23,13,12
"10",13,29,2,1,29,16,17,16,1,16,1,18,1,29,15,13,14,29,10,1
"11",11,28,23,25,10,13,7,24,25,17,13,24,25,23,19,22,11,5,26,10
"12",22,5,3,14,2,18,6,26,10,23,22,3,20,3,18,26,16,18,16,4
"13",23,21,18,4,12,21,12,4,4,10,10,10,11,4,26,5,12,4,21,8
"14",29,23,15,17,27,4,3,18,19,9,26,11,22,25,8,8,4,14,20,3
"15",10,16,16,18,15,17,1,28,22,27,2,16,4,1,23,2,2,16,2,21
"16",21,1,29,12,23,28,14,29,13,15,15,25,10,28,1,1,27,15,28,15
"17",5,3,9,22,4,3,19,6,9,14,4,17,19,10,13,4,6,21,27,13
"18",15,19,27,15,1,29,18,15,29,2,27,1,29,13,14,3,15,1,1,16
"19",24,6,21,7,13,11,26,9,12,12,20,13,27,27,21,20,3,27,3,18
"20",20,18,6,24,8,10,9,8,8,26,23,19,9,24,7,9,20,6,6,17
"21",27,13,5,9,5,23,2,14,23,5,8,23,16,18,20,12,22,26,24,22
"22",8,10,24,8,25,25,5,11,6,20,17,22,23,7,11,11,7,8,12,25
"23",14,2,11,28,16,24,28,13,14,29,29,29,15,17,29,15,1,2,18,2
"24",25,7,17,26,26,14,20,2,26,18,25,7,3,8,17,14,21,12,25,24
"25",6,8,25,13,3,8,25,19,18,19,7,9,8,21,25,10,23,9,11,6
"26",17,24,19,20,6,26,21,21,7,21,12,5,6,19,5,18,5,25,19,23
"27",12,20,4,11,22,6,23,20,11,3,21,21,7,9,24,24,9,10,23,19
"28",16,9,26,29,17,2,4,12,17,1,11,14,2,5,6,28,19,28,17,11
"29",3,12,12,27,21,12,13,27,3,4,16,2,24,22,28,7,17,24,14,20
