"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",10,9,3,3,11,3,13,10,2,9,2,4,10,1,15,16,25,8
"2",16,12,24,19,24,24,9,22,8,2,8,9,8,18,3,18,21,15
"3",7,20,4,6,22,16,21,16,24,20,11,11,4,6,4,23,13,11
"4",24,15,14,24,3,12,19,3,9,18,7,10,2,4,18,9,22,21
"5",13,14,1,25,15,13,16,26,16,25,1,18,16,26,1,10,2,2
"6",19,1,25,8,8,2,14,13,13,26,13,14,5,15,25,25,1,26
"7",18,22,10,5,9,17,5,20,10,11,6,23,6,21,20,7,9,9
"8",3,11,8,21,19,25,3,12,20,7,14,16,9,5,16,6,3,23
"9",22,7,21,4,20,10,8,9,21,19,10,5,19,24,10,8,10,18
"10",15,13,26,2,16,20,22,15,11,12,25,25,25,2,7,2,18,25
"11",21,8,5,18,21,7,20,21,5,15,15,22,22,8,22,17,7,16
"12",9,16,20,11,4,22,7,23,14,17,17,6,21,3,17,20,5,4
"13",25,17,17,13,25,1,26,19,26,13,16,15,12,22,14,1,26,3
"14",23,18,2,1,2,26,11,1,25,3,20,17,20,14,26,13,14,14
"15",6,21,23,22,6,6,18,11,6,8,18,12,18,17,6,5,8,10
"16",17,24,7,12,13,23,25,6,4,22,23,7,11,19,11,14,4,20
"17",11,5,12,23,10,18,17,18,23,10,22,8,17,23,21,24,19,19
"18",5,3,11,14,23,21,12,7,7,21,3,13,24,16,23,3,16,5
"19",2,10,15,10,26,11,15,2,12,4,24,26,1,25,13,22,6,12
"20",8,19,9,15,12,4,6,4,17,14,9,21,23,20,5,21,23,24
"21",14,2,6,17,1,5,1,25,18,16,26,2,3,13,9,4,15,13
"22",12,25,22,20,17,9,10,8,22,23,21,24,7,9,19,15,20,6
"23",20,4,19,16,7,19,24,5,19,6,4,19,13,7,8,19,11,7
"24",1,6,16,7,5,15,4,17,3,24,19,20,14,10,2,11,24,17
"25",26,26,13,26,14,14,2,14,1,1,12,1,26,11,12,26,12,1
"26",4,23,18,9,18,8,23,24,15,5,5,3,15,12,24,12,17,22
