"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",12,16,8,11,8,3,11,4,1
"2",6,7,3,7,10,18,19,6,6
"3",15,18,18,18,14,6,20,5,19
"4",3,3,12,2,12,11,9,3,16
"5",2,15,1,12,5,13,4,12,20
"6",16,5,7,10,19,16,12,19,18
"7",8,10,9,3,2,5,18,15,17
"8",19,12,2,1,20,1,5,1,8
"9",17,4,13,8,4,7,2,8,4
"10",11,1,20,13,3,15,16,2,10
"11",5,14,16,9,18,8,13,9,9
"12",10,19,5,6,13,9,1,18,11
"13",14,8,4,19,6,10,10,10,12
"14",1,2,6,17,16,4,15,13,3
"15",9,11,10,16,17,19,3,7,15
"16",20,20,15,5,7,20,14,11,14
"17",18,13,11,15,11,12,17,16,7
"18",13,9,19,4,15,14,7,14,2
"19",4,17,14,20,1,17,8,20,5
"20",7,6,17,14,9,2,6,17,13
