"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",2,28,2,2,17,15,19,12,1,1,7,9,5,7,12
"2",25,16,15,10,24,26,15,22,26,15,1,28,8,6,18
"3",4,9,26,23,27,19,23,16,11,9,3,24,18,19,11
"4",24,10,11,24,9,11,16,18,23,4,18,7,23,9,8
"5",18,26,22,18,28,13,21,15,20,17,17,6,4,27,25
"6",15,22,6,16,6,25,22,13,9,16,25,18,26,4,13
"7",19,5,21,17,19,17,9,24,3,18,6,15,27,10,2
"8",26,21,24,13,4,10,7,11,8,3,11,21,14,12,22
"9",27,18,3,22,18,21,13,2,13,21,9,3,22,24,20
"10",12,2,14,21,2,12,2,5,10,25,2,5,10,5,14
"11",3,13,12,25,3,28,10,20,2,27,19,19,1,20,26
"12",17,20,28,28,14,4,28,27,22,28,8,17,16,1,16
"13",6,23,10,27,25,23,6,8,21,14,12,13,12,13,3
"14",23,25,13,7,23,8,26,6,4,26,16,26,24,18,6
"15",21,19,25,5,13,20,4,19,12,23,24,8,7,16,9
"16",8,17,20,19,20,7,12,1,15,7,22,22,2,3,7
"17",11,27,9,20,15,16,3,25,28,6,27,27,20,17,23
"18",28,1,1,1,1,14,14,28,17,13,23,20,15,28,4
"19",7,24,18,6,7,6,11,21,16,12,4,10,25,22,17
"20",10,15,16,14,11,24,25,26,6,5,13,4,11,26,5
"21",1,14,23,11,5,1,20,4,27,19,28,2,17,14,1
"22",5,7,7,12,21,9,24,23,14,22,21,11,13,11,21
"23",13,8,4,15,10,5,8,14,25,20,10,25,6,23,10
"24",16,12,5,4,26,2,5,17,7,10,15,1,19,2,28
"25",22,4,17,26,16,3,18,9,5,11,26,14,9,21,19
"26",9,3,19,3,12,22,17,10,19,24,14,23,21,8,24
"27",20,11,8,8,8,18,27,3,18,8,5,16,3,15,27
"28",14,6,27,9,22,27,1,7,24,2,20,12,28,25,15
