"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",9,12,5,4,4,15,5,12,17,16,13,4,2,8,6
"2",8,19,1,7,9,19,19,9,2,8,18,10,19,19,11
"3",19,9,15,11,3,14,15,8,3,7,3,12,4,7,3
"4",15,16,14,17,17,16,3,7,6,11,12,5,8,14,16
"5",5,3,2,16,10,13,7,6,13,2,5,7,6,4,12
"6",4,15,16,15,13,7,17,4,15,15,16,9,11,9,4
"7",2,17,12,19,1,5,9,13,11,4,11,17,3,18,9
"8",7,14,7,14,5,6,14,17,5,9,7,3,14,5,17
"9",6,8,6,5,15,3,4,5,4,6,8,16,12,12,5
"10",14,18,13,2,7,8,6,2,8,17,4,13,16,3,10
"11",16,13,3,8,16,2,16,15,12,18,6,11,5,13,13
"12",3,7,18,3,11,18,12,18,9,12,2,2,9,15,8
"13",10,10,19,1,19,11,18,10,19,1,10,19,10,2,18
"14",12,4,8,12,2,17,13,3,16,14,9,15,13,16,14
"15",1,2,11,9,8,10,1,19,1,19,14,14,7,10,19
"16",17,6,4,18,14,12,11,14,7,13,15,18,17,6,7
"17",18,5,17,6,6,4,8,11,14,5,17,6,15,11,15
"18",11,1,10,10,18,1,10,1,10,10,19,1,1,1,1
"19",13,11,9,13,12,9,2,16,18,3,1,8,18,17,2
