"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",4,6,26,10,13,7,12,25,22,22,11,4,24,9
"2",5,24,13,21,5,18,11,4,17,15,14,24,19,3
"3",11,12,6,13,4,19,9,26,7,20,3,19,3,20
"4",16,26,22,26,25,13,15,3,9,25,4,6,9,11
"5",25,3,24,5,20,17,8,9,16,14,13,10,4,21
"6",8,17,2,3,8,15,3,6,27,10,7,1,13,15
"7",1,20,12,9,27,22,23,15,20,7,1,9,1,7
"8",2,16,21,2,2,11,22,12,12,26,21,18,21,19
"9",26,27,16,8,7,8,5,16,3,19,27,13,11,5
"10",19,18,17,17,24,23,4,22,24,23,16,15,17,17
"11",20,19,27,14,10,1,1,1,13,2,19,22,2,8
"12",14,13,20,15,19,21,10,11,6,8,23,2,23,6
"13",23,10,8,24,14,10,7,14,19,4,5,17,20,10
"14",7,21,5,27,22,3,6,18,14,16,25,7,26,22
"15",3,8,15,23,17,27,2,13,2,27,9,27,6,27
"16",13,11,19,4,21,4,26,21,15,17,6,23,14,4
"17",12,14,3,20,16,9,21,10,25,21,18,11,5,2
"18",21,22,7,7,15,25,19,8,8,18,10,21,25,14
"19",18,4,4,1,1,26,14,20,10,1,15,8,16,1
"20",22,9,10,12,11,20,25,2,18,24,26,5,15,24
"21",6,7,11,11,23,6,16,5,5,5,17,16,12,16
"22",10,23,25,18,12,16,24,19,4,3,8,12,18,23
"23",27,2,1,19,26,14,27,27,1,13,20,26,22,12
"24",17,1,18,16,3,2,17,7,26,11,2,14,27,26
"25",15,25,9,6,18,12,13,24,23,6,22,25,8,25
"26",9,5,23,25,9,24,18,17,21,12,24,20,10,13
"27",24,15,14,22,6,5,20,23,11,9,12,3,7,18
