"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",19,14,19,22,2,9,11,12,15,6,22,21,3,9
"2",6,16,14,19,4,4,14,3,2,11,6,7,8,17
"3",14,12,13,16,5,16,20,10,18,20,5,15,16,3
"4",8,17,4,10,6,18,6,14,16,7,9,3,11,11
"5",13,8,15,20,17,21,4,16,3,3,18,8,12,2
"6",4,5,9,15,11,8,13,18,20,12,21,5,19,6
"7",9,19,5,14,13,10,21,6,7,2,20,20,15,21
"8",11,3,6,18,15,6,3,15,14,16,4,18,5,16
"9",7,9,18,6,19,5,18,21,17,4,11,16,13,13
"10",10,11,1,1,8,22,12,22,1,22,1,22,22,12
"11",18,15,8,9,18,3,8,8,4,9,8,17,20,5
"12",5,7,16,8,9,15,7,4,8,17,16,19,7,7
"13",1,22,11,11,22,14,1,1,21,1,2,11,1,8
"14",3,18,20,17,20,19,10,13,11,15,14,13,21,18
"15",2,1,2,2,1,1,22,11,12,10,15,12,10,1
"16",20,6,3,21,21,12,17,2,10,18,10,4,14,10
"17",16,13,7,4,16,20,15,5,19,13,19,10,6,15
"18",17,20,12,7,3,7,2,20,9,19,17,9,17,14
"19",12,21,21,5,14,11,19,17,6,14,7,2,4,4
"20",22,10,22,13,12,2,5,9,22,21,13,1,9,22
"21",15,2,17,3,10,13,9,7,13,5,3,6,18,19
"22",21,4,10,12,7,17,16,19,5,8,12,14,2,20
