"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",18,4,11,7,5,7,4,12,16,7,14,11,5,18
"2",4,17,16,14,14,18,15,8,5,8,13,9,6,17
"3",8,14,3,3,6,17,10,9,18,10,8,19,2,3
"4",9,1,14,11,2,19,6,2,9,12,18,7,19,2
"5",16,6,4,6,17,16,12,14,7,13,7,6,16,16
"6",12,5,18,19,15,9,13,6,17,6,5,12,15,4
"7",7,7,19,15,3,4,9,18,8,14,6,17,7,14
"8",17,13,7,12,4,5,14,4,4,2,9,5,9,6
"9",15,10,9,17,7,15,18,5,14,17,17,18,12,15
"10",11,2,2,20,10,10,17,17,2,9,19,2,3,10
"11",1,9,1,1,19,2,11,1,10,4,20,14,10,19
"12",10,11,10,13,11,20,1,19,20,1,3,1,13,20
"13",6,15,5,16,16,6,5,15,15,15,15,8,11,5
"14",20,12,20,9,20,12,20,20,11,20,11,10,1,1
"15",5,19,6,10,1,11,19,13,13,5,1,13,18,12
"16",19,20,12,18,18,1,2,10,1,11,10,20,20,11
"17",3,8,15,5,8,3,16,11,19,18,12,3,17,9
"18",2,3,8,8,12,14,3,7,3,19,4,15,8,7
"19",14,16,17,4,9,13,7,16,6,3,16,16,14,8
"20",13,18,13,2,13,8,8,3,12,16,2,4,4,13
