"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",5,16,4,15,18,14,15,3,16,25
"2",20,2,18,10,3,2,21,14,19,24
"3",4,1,12,11,28,20,12,21,4,2
"4",23,6,14,18,13,5,3,2,12,4
"5",27,13,11,2,20,25,5,11,8,23
"6",25,10,6,5,8,13,18,16,2,6
"7",6,28,25,4,12,26,23,20,11,27
"8",3,14,13,24,7,6,25,17,14,15
"9",22,18,19,7,26,21,24,6,15,8
"10",18,26,3,8,24,7,7,19,13,18
"11",12,20,9,12,11,27,10,13,18,10
"12",19,15,23,21,17,24,19,18,25,3
"13",16,11,8,23,27,4,11,7,28,28
"14",26,5,28,25,25,28,14,28,17,16
"15",14,25,15,22,4,23,17,4,3,19
"16",10,21,1,1,1,8,28,1,24,1
"17",7,24,17,26,22,15,4,15,20,5
"18",21,19,20,28,10,10,9,23,5,26
"19",24,23,10,13,15,17,26,25,27,20
"20",11,7,22,16,23,12,27,12,6,21
"21",8,17,27,9,16,3,1,8,1,14
"22",28,27,26,17,6,11,13,10,23,11
"23",1,22,7,19,21,1,20,27,7,9
"24",15,12,24,14,2,16,6,26,10,7
"25",2,4,21,6,9,18,8,5,26,17
"26",13,9,16,3,19,9,16,24,22,13
"27",17,3,2,27,14,19,22,9,9,12
"28",9,8,5,20,5,22,2,22,21,22
