"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",23,5,15,17,4,30,21,13,7,1,6,25,2,9
"2",16,24,23,5,26,6,7,20,17,21,7,7,3,8
"3",3,27,22,18,12,13,22,26,14,25,2,26,22,19
"4",18,19,30,16,19,7,28,29,8,4,11,11,29,29
"5",17,14,3,24,5,19,29,2,16,23,23,30,30,7
"6",6,17,9,8,2,4,16,5,10,12,4,10,23,13
"7",21,22,29,9,9,27,14,3,22,29,9,20,16,23
"8",1,12,4,6,18,29,9,25,15,2,24,3,15,20
"9",5,16,28,23,6,18,6,19,3,9,15,18,6,17
"10",22,9,20,10,24,20,17,22,4,26,26,13,26,14
"11",19,7,10,11,29,17,2,21,26,8,3,29,18,28
"12",29,10,13,30,10,9,11,24,19,11,12,21,25,3
"13",30,15,27,7,17,8,25,11,27,15,28,28,5,15
"14",8,3,24,14,3,10,12,15,24,18,19,1,28,25
"15",4,1,1,2,28,1,26,16,1,30,17,19,20,1
"16",26,4,5,15,20,11,4,6,13,24,10,17,8,16
"17",24,18,16,21,7,2,1,28,28,28,20,4,13,11
"18",28,30,25,27,22,14,15,1,2,7,1,2,14,6
"19",12,11,12,4,11,15,24,10,5,22,13,5,12,27
"20",25,23,7,20,27,23,23,12,20,10,16,6,24,18
"21",20,25,8,26,15,5,8,14,6,19,25,24,19,24
"22",7,13,18,25,21,28,27,17,25,20,8,15,17,10
"23",13,26,6,12,8,12,20,18,23,5,27,14,11,5
"24",15,2,2,28,14,22,18,27,30,16,5,9,4,21
"25",10,28,17,3,16,21,5,7,29,3,14,23,27,12
"26",14,6,26,19,13,26,3,9,11,14,29,8,21,2
"27",9,21,11,13,23,24,13,30,9,17,18,27,7,4
"28",27,29,19,1,1,25,30,23,12,13,22,16,9,26
"29",2,20,14,29,30,16,10,8,21,27,30,12,1,30
"30",11,8,21,22,25,3,19,4,18,6,21,22,10,22
