"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",14,4,12,10,11,16,13,21,16,2,24,2,15,11,24,21,5,24,12,1,23,2
"2",23,19,4,16,4,12,20,11,11,6,4,3,18,9,19,5,17,18,3,17,18,22
"3",11,10,17,8,1,22,3,3,25,3,15,1,24,24,14,2,13,14,14,16,4,14
"4",15,17,8,22,18,9,6,17,15,23,16,23,17,18,22,3,9,9,5,22,6,5
"5",24,13,25,12,14,13,1,1,12,13,1,25,14,25,25,12,1,1,25,8,16,12
"6",5,25,22,19,5,8,22,24,24,12,5,14,16,20,9,20,3,13,10,15,11,1
"7",16,9,19,4,17,11,17,18,18,5,6,20,5,6,8,6,4,21,21,20,8,17
"8",1,1,13,1,25,1,25,14,1,14,25,24,13,13,12,1,14,25,1,13,13,13
"9",17,6,2,11,2,24,9,19,23,22,2,17,3,10,3,14,15,11,2,9,14,8
"10",7,20,7,6,8,7,8,7,19,9,17,18,20,15,5,9,22,22,22,10,21,6
"11",2,12,1,24,12,15,2,15,2,8,13,11,1,2,13,24,12,16,23,24,17,3
"12",9,16,11,3,20,10,4,22,5,4,7,7,10,22,7,16,16,8,6,6,20,20
"13",10,11,20,21,19,21,19,5,4,19,8,16,22,8,16,10,8,20,7,5,22,7
"14",19,5,21,7,9,5,7,8,6,17,9,8,8,17,21,23,23,19,8,19,9,10
"15",13,2,24,25,13,6,14,13,13,1,14,13,25,1,1,13,24,2,4,12,1,25
"16",8,24,23,20,23,17,5,16,20,18,23,5,7,7,23,11,20,15,18,11,12,19
"17",22,22,16,15,6,4,10,23,3,7,21,15,9,5,17,7,11,5,16,4,3,9
"18",21,8,15,17,21,20,23,9,17,11,20,10,6,21,4,8,18,3,11,21,19,4
"19",6,3,5,18,10,3,15,4,14,20,11,4,4,19,10,4,7,7,19,3,15,18
"20",3,18,18,2,3,18,12,12,9,21,18,19,2,16,18,15,2,4,13,18,24,23
"21",20,7,10,23,7,19,18,20,8,16,19,21,19,23,11,19,19,17,20,7,7,21
"22",18,21,3,5,16,14,24,6,7,24,22,6,23,3,6,18,6,10,15,14,10,11
"23",4,15,6,9,15,23,21,10,21,10,10,22,11,4,20,22,21,6,9,2,5,16
"24",12,23,9,14,22,25,11,2,10,15,3,12,12,14,2,25,10,23,17,23,2,24
"25",25,14,14,13,24,2,16,25,22,25,12,9,21,12,15,17,25,12,24,25,25,15
