"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",15,4,4,18,5,12,13,17,11,8,2,8,16,3,3,17,9,9
"2",10,1,11,8,1,13,18,19,19,10,9,19,1,15,10,1,10,19
"3",9,7,9,15,3,8,9,3,3,18,18,11,2,2,9,12,2,2
"4",5,11,7,17,17,17,2,4,18,13,5,17,15,7,12,11,7,12
"5",17,5,15,3,8,5,12,7,17,17,8,14,18,13,14,13,16,7
"6",4,3,17,13,13,2,7,11,16,7,6,7,4,9,5,5,3,6
"7",3,8,6,11,7,15,3,14,5,3,7,13,6,14,17,18,14,4
"8",13,13,8,6,16,6,15,16,4,12,4,6,14,16,15,6,4,3
"9",2,18,5,2,10,18,16,9,14,11,19,9,9,1,11,3,18,5
"10",7,16,13,5,14,7,14,6,7,6,3,15,5,4,6,15,13,16
"11",6,2,2,4,9,11,8,8,2,5,15,2,17,8,16,8,8,17
"12",18,19,19,19,11,9,1,10,1,9,12,18,10,19,2,10,11,1
"13",11,17,3,16,12,4,6,18,12,14,13,4,3,12,13,14,15,15
"14",14,6,16,9,15,14,4,15,6,15,16,12,13,5,7,4,17,14
"15",8,9,1,10,19,1,19,1,9,1,11,10,19,18,4,9,19,10
"16",1,14,18,12,2,10,11,2,8,16,1,3,11,11,19,2,12,11
"17",12,15,14,7,4,16,5,5,15,4,14,5,12,17,8,16,5,8
"18",16,12,12,14,6,3,17,13,13,2,17,16,8,6,18,7,6,13
"19",19,10,10,1,18,19,10,12,10,19,10,1,7,10,1,19,1,18
