"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",9,13,19,6,19,14,4,7,16,6,8,7,9,20,3,20,19,7,14,17,4
"2",10,21,2,15,11,9,13,2,13,21,1,2,2,2,13,10,21,1,10,15,8
"3",15,16,22,14,10,3,12,13,10,3,3,10,21,21,2,12,4,20,21,2,13
"4",13,22,12,12,21,22,17,3,12,12,22,21,13,10,5,21,2,14,1,22,11
"5",16,7,7,20,9,20,18,14,20,7,5,6,10,14,8,8,8,4,5,19,21
"6",5,6,17,17,6,7,20,5,19,9,10,14,19,7,16,15,16,15,20,20,7
"7",12,1,16,21,1,11,1,11,1,22,11,11,11,1,11,22,1,11,12,1,22
"8",11,12,11,22,22,1,22,22,11,1,13,1,22,12,22,2,12,9,11,11,1
"9",8,14,3,10,7,18,19,6,7,14,14,5,3,18,20,18,9,16,16,4,19
"10",17,3,4,18,20,17,3,15,9,16,2,20,14,17,17,14,15,8,19,9,10
"11",20,8,15,7,17,19,15,9,5,18,9,4,20,5,7,6,17,18,8,6,9
"12",21,4,8,2,12,10,10,1,3,10,21,12,12,22,21,9,10,22,13,21,2
"13",4,19,9,3,14,2,5,4,18,15,4,15,15,15,10,3,14,13,9,3,20
"14",22,10,1,1,2,12,11,12,22,11,12,22,1,11,1,1,22,12,22,12,15
"15",3,9,10,13,18,16,8,20,8,4,7,16,4,3,14,5,3,17,15,18,16
"16",2,2,13,9,13,5,21,10,4,2,15,19,7,19,9,13,20,2,3,10,14
"17",18,18,14,19,15,8,7,16,17,8,19,8,5,8,19,19,18,19,6,8,17
"18",14,15,5,8,5,13,6,8,15,5,16,18,18,4,18,7,5,5,4,5,6
"19",1,11,21,11,3,15,2,21,21,20,20,3,16,16,12,11,11,21,2,14,12
"20",19,17,18,5,4,4,16,19,6,17,6,17,6,13,15,17,7,10,7,16,5
"21",6,20,20,16,8,21,9,17,2,13,17,13,8,9,6,4,13,3,18,7,3
"22",7,5,6,4,16,6,14,18,14,19,18,9,17,6,4,16,6,6,17,13,18
