"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",4,14,8,14,7,5,15,11,9,15,5,7,2,2
"2",16,8,1,16,9,16,16,1,10,10,9,16,8,16
"3",5,5,14,15,14,11,11,10,5,6,7,14,13,6
"4",13,11,5,13,10,7,2,4,6,4,13,5,14,5
"5",10,15,15,5,15,15,8,6,11,7,11,4,5,1
"6",3,10,10,2,13,8,10,2,14,11,2,6,15,13
"7",1,9,2,1,1,12,9,15,7,3,15,8,3,8
"8",7,1,4,10,16,2,7,16,8,16,10,2,12,12
"9",2,4,12,12,6,3,4,5,13,8,12,11,4,11
"10",11,13,7,11,3,13,6,12,12,5,3,12,11,14
"11",12,2,3,6,12,4,13,8,15,2,4,10,7,7
"12",6,3,6,4,4,14,3,3,3,13,6,9,9,3
"13",14,12,13,3,11,6,5,14,4,14,8,13,6,10
"14",8,7,16,8,8,9,1,9,1,1,1,1,1,15
"15",15,6,11,9,5,10,12,13,16,12,14,3,10,4
"16",9,16,9,7,2,1,14,7,2,9,16,15,16,9
