"","V1","V2","V3","V4"
"1",24,14,6,15
"2",19,20,16,10
"3",26,5,18,18
"4",22,11,14,6
"5",10,4,8,8
"6",23,24,25,25
"7",17,3,22,3
"8",6,12,3,24
"9",9,21,7,21
"10",7,7,26,13
"11",16,26,4,17
"12",15,13,24,9
"13",20,17,20,23
"14",2,19,23,19
"15",3,16,11,11
"16",21,2,2,12
"17",14,6,12,26
"18",12,23,13,14
"19",25,22,9,2
"20",18,9,10,20
"21",1,8,5,4
"22",8,15,17,1
"23",11,10,21,16
"24",5,25,19,7
"25",4,1,15,22
"26",13,18,1,5
