"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",24,8,18,17,3,19,17,20,4,28,27
"2",27,23,27,11,26,21,1,29,29,18,22
"3",13,19,20,28,27,25,27,5,15,8,26
"4",15,28,22,14,16,26,9,10,23,27,19
"5",10,4,25,1,23,12,20,14,9,24,23
"6",23,6,28,18,17,14,4,7,14,3,5
"7",2,10,23,29,11,24,3,16,1,17,9
"8",3,9,11,19,28,6,15,9,19,21,21
"9",22,11,7,8,10,13,26,4,27,23,18
"10",17,1,3,23,19,2,8,1,3,15,25
"11",4,26,4,10,12,15,14,25,11,9,24
"12",8,17,6,24,24,16,7,22,24,26,4
"13",25,18,14,4,14,8,5,15,22,13,28
"14",1,20,29,7,18,1,25,21,16,29,14
"15",18,21,2,2,5,22,16,8,18,19,7
"16",11,22,8,16,4,5,2,13,7,6,17
"17",21,29,10,3,29,10,29,24,2,1,3
"18",5,2,17,12,7,18,28,12,20,14,2
"19",9,14,1,20,8,29,23,18,28,2,29
"20",20,13,24,25,6,11,10,23,17,10,20
"21",12,5,12,6,1,28,6,26,13,22,12
"22",28,25,15,27,9,3,12,6,10,25,1
"23",26,12,5,13,25,27,18,11,8,11,10
"24",29,3,9,26,15,23,21,27,21,5,16
"25",14,16,21,15,13,7,22,28,6,20,6
"26",16,7,19,9,22,4,13,19,26,7,8
"27",7,27,26,22,2,9,19,2,25,12,11
"28",19,24,13,21,21,17,24,17,12,16,13
"29",6,15,16,5,20,20,11,3,5,4,15
