"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",9,4,4,14,3,8,17,5,11,12,10,16,5,4
"2",15,15,15,6,4,18,13,7,12,5,5,22,22,20
"3",2,8,12,23,11,2,9,3,7,3,19,24,9,12
"4",1,24,5,16,24,23,10,23,9,11,1,15,21,15
"5",8,9,21,8,10,21,6,16,8,22,8,17,13,9
"6",16,7,7,3,22,3,8,8,18,16,4,7,15,10
"7",3,11,6,4,8,13,23,18,19,6,17,12,19,7
"8",11,13,3,5,20,15,1,1,5,19,20,13,1,21
"9",21,23,10,9,6,22,21,6,14,21,21,5,8,11
"10",20,6,22,11,21,10,20,11,4,9,23,19,18,14
"11",18,12,18,22,9,4,22,20,13,17,2,14,4,18
"12",22,21,2,10,14,6,7,15,17,4,12,18,7,22
"13",5,22,19,1,2,1,16,13,2,14,16,9,14,23
"14",23,2,16,2,17,20,14,24,24,13,14,23,3,8
"15",7,3,14,13,16,7,12,17,15,20,18,3,23,19
"16",6,17,9,20,18,16,18,10,21,18,11,20,12,16
"17",13,1,24,17,13,24,24,2,20,1,9,10,16,24
"18",10,14,20,21,23,19,11,14,16,7,22,8,6,2
"19",14,16,11,15,1,5,2,21,22,23,24,21,17,3
"20",12,19,13,7,19,9,19,22,6,2,7,4,10,5
"21",17,5,8,18,5,17,4,19,3,8,13,6,11,17
"22",19,20,17,19,15,12,5,4,10,15,15,11,20,6
"23",4,18,23,12,7,11,3,9,23,10,3,2,2,13
"24",24,10,1,24,12,14,15,12,1,24,6,1,24,1
