"","V1","V2","V3","V4","V5","V6","V7"
"1",15,24,25,26,1,5,17
"2",21,28,19,23,30,29,25
"3",19,8,12,16,24,6,29
"4",5,18,23,20,14,22,28
"5",25,5,6,12,26,23,12
"6",8,14,18,7,16,4,13
"7",10,16,1,28,27,1,23
"8",13,22,16,11,9,13,24
"9",3,11,5,24,10,7,6
"10",6,29,7,14,19,9,19
"11",16,12,26,10,20,25,21
"12",18,17,4,5,3,11,9
"13",17,4,17,27,18,20,4
"14",9,7,27,13,4,15,1
"15",29,19,11,25,21,14,15
"16",7,26,13,29,6,24,11
"17",20,30,28,4,11,21,14
"18",23,20,24,9,28,8,5
"19",4,10,15,3,29,16,18
"20",12,21,8,1,22,28,2
"21",28,15,20,15,8,27,7
"22",26,9,29,30,15,10,26
"23",1,23,30,17,25,19,8
"24",27,25,3,6,17,17,30
"25",30,3,22,2,7,3,22
"26",11,1,21,22,23,12,10
"27",22,13,9,21,5,18,20
"28",2,2,10,8,2,26,27
"29",14,6,2,18,12,30,16
"30",24,27,14,19,13,2,3
