"","V1","V2","V3"
"1",3,11,8
"2",2,2,13
"3",6,9,3
"4",4,5,1
"5",11,10,14
"6",10,1,4
"7",1,7,5
"8",14,8,10
"9",9,6,12
"10",13,13,2
"11",12,4,7
"12",5,14,11
"13",8,12,6
"14",7,3,9
