"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",17,9,8,16,1,4,15,8,1,1,9
"2",1,17,10,2,16,7,1,1,4,9,12
"3",3,1,2,13,10,11,11,10,2,15,13
"4",11,4,11,3,3,15,12,12,6,7,11
"5",13,12,12,8,7,12,4,6,3,14,5
"6",12,14,13,14,14,8,13,14,13,12,10
"7",5,5,7,4,8,5,14,4,12,13,7
"8",16,10,1,1,9,14,17,17,16,10,1
"9",7,13,4,6,12,6,10,13,5,3,4
"10",9,16,3,15,5,13,7,2,11,6,8
"11",2,2,15,9,4,9,3,15,14,2,6
"12",6,7,9,17,17,17,5,11,10,17,3
"13",15,3,16,12,13,2,9,3,7,8,2
"14",4,11,14,10,11,16,16,5,9,4,16
"15",8,15,17,5,2,1,8,9,17,16,17
"16",10,8,5,11,6,3,2,16,8,11,15
"17",14,6,6,7,15,10,6,7,15,5,14
