"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",7,18,4,5,18,18,22,1,26,9,21,5
"2",2,10,26,22,29,21,19,17,10,5,14,11
"3",29,27,25,19,16,16,4,21,25,28,18,6
"4",24,8,2,2,15,30,13,13,18,25,3,10
"5",5,21,15,20,12,3,28,14,13,23,11,4
"6",28,11,14,8,1,13,15,24,12,11,29,3
"7",22,20,1,13,8,7,3,18,9,2,23,19
"8",21,14,19,12,9,22,21,27,23,21,16,14
"9",4,2,8,15,21,24,7,20,16,16,27,16
"10",11,6,20,14,23,14,30,8,24,1,1,1
"11",9,24,7,30,11,20,1,26,1,10,2,12
"12",10,17,21,26,19,17,14,12,5,24,28,20
"13",27,28,6,10,22,11,25,9,4,19,13,15
"14",26,3,18,23,13,4,11,3,30,6,26,13
"15",16,13,12,28,26,8,5,10,20,13,17,9
"16",1,16,10,11,25,5,16,25,29,30,5,21
"17",20,4,16,7,28,19,2,2,11,26,10,24
"18",15,1,23,4,6,6,23,19,6,15,6,7
"19",3,12,27,6,10,1,6,6,2,20,20,29
"20",8,5,29,29,3,10,26,30,19,27,22,17
"21",12,26,17,3,20,9,12,28,14,4,15,27
"22",19,23,28,17,14,12,18,4,17,12,4,22
"23",14,25,11,16,4,26,17,5,8,29,24,8
"24",18,30,3,25,30,2,20,22,21,22,30,30
"25",23,19,30,24,24,27,9,29,7,17,8,2
"26",30,15,9,27,7,23,24,7,15,3,7,28
"27",13,9,5,21,5,15,10,16,27,18,12,26
"28",17,7,13,18,17,29,27,23,3,8,19,23
"29",25,22,24,1,27,25,29,15,28,14,25,25
"30",6,29,22,9,2,28,8,11,22,7,9,18
