"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",12,5,28,17,6,11,23,15,27,7,16,21,3,26,2
"2",24,29,10,24,23,8,11,2,11,8,11,20,11,6,5
"3",23,9,24,15,22,21,10,19,12,20,21,9,8,24,21
"4",26,12,25,9,19,6,29,9,24,18,7,6,22,11,7
"5",9,22,29,22,25,17,24,13,3,22,5,14,29,2,22
"6",27,16,18,23,10,27,18,17,6,29,4,29,15,27,6
"7",2,15,26,26,13,10,6,23,16,26,18,22,23,10,27
"8",16,26,27,2,17,23,4,11,5,3,24,18,20,18,9
"9",22,21,14,14,14,20,25,4,21,4,13,26,27,21,28
"10",20,20,15,8,27,13,5,29,1,27,14,3,2,14,1
"11",7,28,23,10,4,24,28,26,10,13,9,27,9,13,18
"12",4,2,17,1,15,26,1,1,29,23,8,11,10,30,30
"13",25,4,20,7,2,14,14,6,2,16,27,24,18,4,25
"14",10,23,13,5,16,3,15,18,22,21,22,28,5,3,10
"15",17,6,9,4,8,7,19,21,9,24,10,15,26,20,17
"16",14,25,4,18,7,22,12,7,26,28,15,7,16,8,19
"17",1,27,2,6,20,12,17,16,14,6,1,4,17,25,26
"18",21,24,6,30,1,15,27,25,17,19,23,12,21,29,4
"19",30,30,30,21,11,1,13,30,30,15,26,1,30,22,15
"20",13,8,16,20,18,5,26,27,7,2,25,8,13,7,29
"21",29,10,3,13,9,16,3,24,18,1,6,17,4,1,14
"22",3,11,8,27,12,18,21,5,4,14,19,5,6,16,11
"23",11,13,5,16,28,2,2,8,8,12,17,30,24,28,20
"24",19,1,1,25,21,30,30,10,15,25,30,25,1,15,16
"25",8,7,11,19,24,19,8,28,25,17,2,23,19,19,8
"26",6,18,22,12,30,9,20,3,19,30,28,16,12,23,13
"27",18,19,19,28,3,4,7,12,23,11,3,13,7,17,24
"28",28,17,7,3,26,28,22,22,28,10,20,19,14,12,23
"29",15,3,21,29,29,25,16,20,20,5,12,2,25,5,12
"30",5,14,12,11,5,29,9,14,13,9,29,10,28,9,3
