"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",18,14,19,14,13,21,12,2,18,6
"2",23,9,8,9,5,23,7,12,24,13
"3",24,25,22,7,15,16,13,21,3,20
"4",5,7,10,6,14,13,17,10,17,23
"5",15,18,6,16,12,2,5,14,6,21
"6",17,5,21,1,8,3,21,15,15,12
"7",8,20,20,23,17,24,16,11,9,14
"8",12,3,16,11,18,12,6,18,11,7
"9",4,6,7,15,24,22,20,23,5,10
"10",21,1,1,2,20,25,1,1,13,25
"11",11,22,5,12,4,15,22,3,12,18
"12",7,23,15,8,11,1,25,25,25,5
"13",1,21,25,13,25,7,8,13,16,1
"14",16,24,11,25,23,14,4,7,21,11
"15",19,8,18,24,3,9,9,24,8,24
"16",9,4,3,20,10,17,10,9,1,4
"17",13,11,24,19,21,18,24,16,23,22
"18",6,12,23,5,6,10,3,4,4,9
"19",2,15,13,21,9,19,2,20,14,17
"20",20,16,14,10,22,8,19,8,2,16
"21",14,17,12,3,1,20,15,17,7,2
"22",22,19,2,18,7,11,18,19,19,8
"23",10,13,4,4,19,6,11,22,20,15
"24",25,10,9,22,16,5,23,5,10,3
"25",3,2,17,17,2,4,14,6,22,19
