"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",24,29,17,7,4,17,26,27,27,16
"2",1,19,5,1,1,1,16,9,29,11
"3",8,12,19,10,12,4,19,21,24,27
"4",20,22,4,13,20,7,2,19,22,18
"5",4,8,27,19,25,16,6,16,28,15
"6",13,27,26,15,7,13,12,10,2,25
"7",9,15,6,21,5,26,10,26,6,17
"8",17,25,8,18,27,27,23,4,26,28
"9",2,13,16,14,21,22,25,6,3,3
"10",14,4,13,16,17,21,14,23,23,9
"11",11,11,1,29,28,14,27,25,20,6
"12",10,21,24,9,15,24,28,12,15,12
"13",16,7,23,3,10,9,3,29,4,7
"14",7,2,2,6,16,18,1,7,9,29
"15",3,23,10,26,19,10,15,28,14,24
"16",28,6,11,20,13,2,29,17,1,22
"17",22,1,25,28,22,29,18,20,5,13
"18",5,26,12,5,8,28,7,18,18,4
"19",12,28,18,22,23,3,5,2,11,10
"20",29,20,21,11,29,20,8,24,10,23
"21",26,24,3,23,11,19,20,15,8,8
"22",15,16,14,4,24,11,21,14,7,20
"23",18,18,28,17,3,6,24,22,12,1
"24",19,10,15,27,2,23,4,13,17,26
"25",21,9,9,12,9,15,17,3,13,14
"26",6,3,22,24,6,8,22,5,19,19
"27",23,17,20,25,14,12,9,8,25,5
"28",27,14,29,2,18,25,13,1,21,21
"29",25,5,7,8,26,5,11,11,16,2
