"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",12,26,10,3,20,22,11,6,12,13,19,9,26,22,5,4,5,10,12,4,3
"2",14,16,26,15,1,21,26,29,28,20,3,11,13,19,14,9,28,28,9,2,6
"3",1,9,29,22,15,6,16,30,2,4,13,12,22,5,1,13,13,16,13,29,1
"4",20,6,11,17,24,12,2,18,26,24,14,7,7,27,2,3,23,21,14,21,27
"5",25,13,12,6,2,19,29,15,24,7,29,22,14,7,4,11,2,12,19,28,21
"6",13,8,3,14,9,5,21,14,7,26,7,21,16,20,6,25,6,2,6,11,28
"7",11,27,19,26,4,23,18,8,17,28,5,3,19,4,3,23,24,19,22,19,17
"8",4,11,9,9,7,24,4,3,5,18,12,25,4,3,22,10,18,20,10,9,18
"9",10,3,20,8,13,7,19,7,20,11,10,20,8,21,28,6,27,8,28,25,10
"10",28,2,18,7,17,30,5,21,6,15,2,1,20,16,12,17,3,22,2,22,11
"11",9,15,4,18,27,28,9,12,3,21,27,13,10,11,11,20,22,5,27,27,7
"12",16,1,30,13,22,18,1,16,15,1,16,29,27,1,16,24,29,1,20,1,14
"13",2,29,7,11,28,29,15,28,25,2,4,16,12,28,27,29,7,14,17,15,15
"14",6,20,17,24,19,3,6,24,18,8,28,23,11,23,7,19,26,18,5,5,20
"15",15,12,27,1,30,17,12,2,14,29,26,18,18,29,30,16,14,30,3,24,22
"16",27,14,22,29,29,2,14,5,30,17,1,26,30,13,8,2,16,3,16,13,16
"17",3,18,23,5,6,11,27,20,4,14,23,6,29,26,17,28,21,6,15,20,19
"18",18,19,15,2,25,8,25,25,13,19,11,24,5,2,9,27,10,25,25,18,4
"19",26,17,6,4,14,9,7,26,19,27,6,10,23,10,25,14,20,9,24,3,24
"20",21,7,14,28,10,20,13,22,23,12,21,5,9,6,29,26,15,4,4,10,5
"21",19,25,28,25,3,1,3,19,9,25,20,17,3,17,26,12,1,11,18,16,9
"22",30,28,1,30,16,16,30,1,16,16,15,15,1,15,15,30,30,15,1,30,30
"23",24,10,25,23,23,25,24,10,8,9,8,8,6,24,19,18,11,13,23,6,23
"24",23,21,2,12,26,4,22,9,10,5,22,4,17,8,24,8,25,23,8,14,13
"25",8,24,21,19,21,26,23,23,21,22,17,28,21,9,21,7,9,7,7,23,26
"26",22,23,5,20,5,13,8,11,22,10,9,27,25,25,18,21,12,27,11,26,8
"27",7,22,24,10,11,14,10,13,29,3,18,2,2,12,10,15,8,29,29,12,29
"28",17,4,8,27,8,27,17,27,11,6,24,19,28,18,13,5,19,26,26,17,25
"29",5,5,13,21,18,10,28,4,27,23,25,14,24,14,23,22,4,24,21,8,12
"30",29,30,16,16,12,15,20,17,1,30,30,30,15,30,20,1,17,17,30,7,2
