"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",10,8,19,2,18,15,2,2,12,3
"2",4,25,23,12,15,23,7,12,14,26
"3",26,24,10,27,17,11,17,1,23,25
"4",5,15,7,24,25,16,20,21,15,2
"5",12,4,18,17,23,12,11,18,3,24
"6",23,16,3,9,11,3,8,9,2,1
"7",18,27,5,1,22,25,27,14,4,12
"8",25,21,26,23,8,14,1,19,8,14
"9",19,14,22,3,5,10,15,13,16,20
"10",6,3,21,25,1,1,5,10,22,11
"11",20,2,6,18,13,19,9,4,17,15
"12",14,17,24,21,21,26,14,6,21,6
"13",24,11,14,5,24,21,6,23,19,9
"14",2,12,4,15,20,8,3,15,25,18
"15",7,22,12,6,26,5,12,5,9,16
"16",21,20,20,16,19,2,24,25,13,17
"17",3,13,15,20,6,22,25,3,1,19
"18",9,9,1,26,10,27,13,24,11,21
"19",17,26,16,19,7,6,10,22,26,4
"20",1,1,25,7,14,9,18,26,5,7
"21",27,6,11,14,3,24,16,16,10,5
"22",11,23,2,13,4,13,23,7,18,8
"23",13,5,8,4,9,4,26,20,20,27
"24",16,10,13,22,16,7,21,11,7,10
"25",22,7,27,10,27,17,22,8,27,22
"26",8,19,17,8,12,20,19,17,24,13
"27",15,18,9,11,2,18,4,27,6,23
