"","V1","V2","V3","V4"
"1",1,4,4,5
"2",5,6,5,3
"3",9,2,2,2
"4",7,7,3,10
"5",6,3,10,6
"6",4,9,1,7
"7",8,10,7,4
"8",10,5,8,8
"9",2,8,9,1
"10",3,1,6,9
