"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",9,22,17,8,15,10,19,15,12,4,8,23
"2",3,8,14,11,9,6,3,6,23,5,6,6
"3",8,18,2,21,3,11,11,10,1,2,13,2
"4",17,10,25,2,19,14,10,9,24,23,10,21
"5",15,13,12,23,25,23,1,13,14,3,2,16
"6",23,1,18,7,21,21,15,25,20,1,17,1
"7",18,9,4,10,8,19,17,16,4,6,23,18
"8",14,6,24,20,11,4,22,23,17,8,12,14
"9",11,16,9,17,22,8,14,3,21,10,22,20
"10",13,21,11,5,7,7,2,24,5,22,15,17
"11",20,17,21,12,23,5,12,17,3,16,5,9
"12",21,11,16,24,6,9,18,5,11,20,18,10
"13",16,25,13,1,1,2,20,14,25,14,25,4
"14",7,4,20,4,2,17,13,2,8,11,3,15
"15",5,23,5,22,16,18,16,22,22,21,4,11
"16",4,7,15,25,14,25,9,21,2,13,20,24
"17",19,20,6,6,12,24,8,4,16,12,11,8
"18",24,24,23,19,17,15,4,7,7,7,21,12
"19",10,14,19,15,10,16,7,19,15,24,24,5
"20",1,12,7,3,24,13,24,20,10,9,14,7
"21",25,15,1,14,13,1,25,1,9,25,1,25
"22",2,19,22,13,5,22,23,11,19,17,16,19
"23",22,2,8,18,4,12,5,18,18,15,7,22
"24",6,3,3,9,20,3,6,12,13,19,19,13
"25",12,5,10,16,18,20,21,8,6,18,9,3
