"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",24,28,10,22,11,6,20,6,3,21,6,27,13,10,10,10,27,25,16,20,9
"2",16,20,13,1,1,29,12,15,14,1,12,29,29,17,29,11,15,29,23,1,15
"3",1,16,1,3,5,14,17,12,1,5,20,19,14,7,9,23,1,2,13,12,23
"4",21,3,8,19,26,20,23,21,23,9,11,26,19,11,14,8,5,11,25,6,28
"5",6,24,22,14,23,9,4,22,8,8,19,25,24,9,24,17,26,13,5,7,8
"6",8,19,21,20,9,17,21,9,26,18,22,21,5,14,28,26,24,10,26,27,25
"7",9,5,20,12,18,16,22,8,5,20,26,7,20,18,6,6,19,28,6,4,26
"8",10,11,18,27,17,3,27,2,15,3,16,10,28,3,18,27,4,24,22,18,13
"9",7,2,28,17,3,8,15,16,9,12,15,20,12,29,1,3,12,18,29,22,2
"10",2,13,2,25,14,25,10,18,28,26,23,15,27,12,8,1,25,19,20,11,10
"11",27,27,3,16,13,21,14,17,7,19,14,12,26,28,20,28,8,20,4,26,27
"12",22,7,7,28,4,7,6,4,20,15,28,22,23,23,22,13,17,4,9,14,21
"13",19,23,17,29,2,19,28,23,13,27,13,11,2,2,2,18,18,14,8,5,19
"14",29,14,16,4,8,12,29,26,16,6,21,1,21,25,13,7,29,12,17,28,12
"15",4,22,12,21,16,5,7,19,18,2,1,6,9,16,5,9,11,7,7,25,24
"16",15,15,14,15,28,1,24,14,29,17,9,17,15,27,11,29,23,1,1,2,1
"17",23,8,11,10,12,4,9,20,6,22,25,4,4,13,17,25,10,9,24,3,7
"18",13,29,29,2,29,2,13,28,22,24,29,16,16,1,15,12,14,17,15,19,29
"19",3,9,4,8,22,11,26,24,12,25,2,24,7,24,23,19,16,23,19,17,20
"20",18,17,19,24,19,15,2,29,2,28,8,13,18,19,27,5,2,3,28,16,14
"21",20,25,6,5,24,13,3,3,25,10,17,8,11,21,3,20,21,22,27,10,16
"22",17,21,5,13,25,26,25,7,10,13,24,9,10,5,25,4,13,6,12,23,3
"23",28,12,25,6,10,10,16,10,27,11,5,14,6,8,26,2,9,21,3,9,18
"24",14,10,27,26,27,27,11,11,4,4,10,2,3,26,19,14,28,16,14,13,22
"25",26,6,23,7,21,23,8,13,11,16,3,18,25,4,4,21,22,5,21,24,17
"26",25,18,24,23,20,24,18,25,19,7,27,23,8,20,7,24,7,26,11,15,5
"27",5,26,26,11,7,22,19,5,21,23,4,5,22,22,16,16,6,8,18,8,6
"28",11,4,9,18,6,18,5,27,24,14,7,3,17,6,21,22,20,27,10,21,4
"29",12,1,15,9,15,28,1,1,17,29,18,28,1,15,12,15,3,15,2,29,11
