"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",26,29,3,17,4,10,21,16,9,20
"2",11,25,16,10,17,2,24,18,28,28
"3",9,3,5,23,19,12,7,26,4,19
"4",13,28,28,20,9,23,11,25,25,11
"5",25,23,25,3,18,24,20,10,17,3
"6",14,6,6,4,6,5,26,6,16,16
"7",23,4,27,11,14,11,2,7,10,8
"8",8,21,23,14,2,7,6,3,22,18
"9",27,7,24,18,22,4,13,23,18,24
"10",20,27,18,7,25,17,10,5,3,25
"11",19,1,4,15,11,18,14,11,29,1
"12",28,10,15,9,1,27,9,20,5,13
"13",7,22,9,12,10,20,27,24,2,7
"14",3,14,26,6,5,14,17,27,13,26
"15",4,8,20,5,21,26,4,15,27,15
"16",21,20,19,27,15,29,25,29,14,17
"17",5,5,17,26,3,16,22,19,21,4
"18",16,2,22,13,29,22,29,17,11,22
"19",10,15,2,16,28,28,8,4,15,6
"20",29,17,13,22,20,13,28,2,26,12
"21",18,16,21,29,8,1,15,9,1,10
"22",24,13,10,25,7,21,5,13,24,27
"23",2,24,7,28,23,19,16,8,19,21
"24",1,18,11,1,16,3,12,14,8,5
"25",6,12,29,21,26,9,23,12,6,14
"26",15,26,14,24,24,6,3,21,12,2
"27",12,9,12,19,12,25,19,1,7,29
"28",17,19,1,2,13,15,1,22,20,23
"29",22,11,8,8,27,8,18,28,23,9
