"","V1","V2","V3","V4","V5"
"1",16,6,10,27,26
"2",13,15,2,21,1
"3",19,7,18,1,16
"4",15,24,4,6,27
"5",8,17,14,29,19
"6",21,12,7,9,10
"7",23,19,1,14,15
"8",14,1,22,24,12
"9",18,23,29,16,21
"10",1,14,13,3,23
"11",20,13,26,28,5
"12",22,20,16,20,28
"13",3,22,6,26,11
"14",12,18,27,2,9
"15",27,26,11,4,13
"16",4,21,21,8,2
"17",5,2,3,11,20
"18",6,27,24,22,24
"19",24,4,25,7,25
"20",26,3,12,18,3
"21",17,28,15,12,4
"22",10,11,20,13,29
"23",28,10,5,23,22
"24",9,8,8,5,6
"25",2,9,28,19,14
"26",29,16,23,10,18
"27",7,5,17,15,8
"28",25,25,19,25,7
"29",11,29,9,17,17
