"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,27,3,17,11,12,11,8,24
"2",25,26,22,23,15,3,24,6,17
"3",16,3,17,3,13,27,10,28,18
"4",23,21,6,11,2,24,5,18,21
"5",4,17,21,6,4,20,22,12,28
"6",6,5,11,20,26,17,23,26,22
"7",24,12,13,2,8,16,28,10,4
"8",22,18,28,5,21,11,9,2,20
"9",8,4,12,9,6,5,7,5,14
"10",12,13,14,22,23,28,4,4,26
"11",3,14,5,4,19,4,18,21,5
"12",14,16,2,28,5,10,25,23,19
"13",5,11,27,25,9,15,1,19,16
"14",10,24,18,1,29,6,14,14,23
"15",20,23,16,26,18,21,29,20,27
"16",27,9,25,13,10,7,19,25,25
"17",11,19,15,21,3,1,12,29,9
"18",29,28,9,10,22,14,16,27,13
"19",28,1,4,24,12,19,13,13,10
"20",21,7,7,15,17,2,2,15,29
"21",26,15,20,18,28,25,8,22,6
"22",7,20,8,14,14,26,26,1,7
"23",13,2,26,12,24,9,27,17,8
"24",18,10,1,7,27,22,21,7,15
"25",19,6,19,19,1,13,17,3,1
"26",1,8,24,29,20,23,15,9,12
"27",9,25,23,8,16,18,3,24,2
"28",17,22,10,27,25,8,6,11,3
"29",15,29,29,16,7,29,20,16,11
