"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",29,25,13,16,7,23,21,24,18,2,9
"2",25,15,8,26,4,15,5,20,5,26,8
"3",16,7,26,29,1,25,19,10,13,15,5
"4",12,1,29,4,18,16,16,21,17,3,28
"5",1,29,11,19,11,29,14,11,16,29,17
"6",9,26,28,14,6,14,2,5,23,19,11
"7",28,4,22,8,8,20,12,7,2,17,20
"8",8,5,16,9,12,10,17,18,29,28,1
"9",19,28,20,3,14,5,7,29,15,14,6
"10",23,9,18,24,10,3,8,1,20,4,15
"11",11,24,2,28,21,4,13,22,26,16,19
"12",10,21,14,7,2,2,25,15,1,8,13
"13",18,10,1,13,13,28,29,19,8,6,18
"14",2,17,21,25,20,19,24,14,22,5,4
"15",24,20,24,21,16,27,4,16,28,12,25
"16",6,18,23,23,9,12,27,27,9,22,24
"17",27,23,27,11,25,6,23,17,12,27,16
"18",17,6,12,17,19,1,1,13,11,24,29
"19",13,11,19,15,27,24,26,3,24,25,22
"20",7,19,7,10,29,11,6,9,14,1,21
"21",26,13,10,5,22,13,28,8,27,11,7
"22",21,16,4,1,5,8,20,12,21,20,26
"23",20,27,15,27,24,17,18,6,4,9,27
"24",3,14,17,2,23,26,3,23,6,18,14
"25",22,3,6,22,28,21,15,28,19,21,12
"26",14,22,3,6,17,22,10,2,10,23,3
"27",4,2,5,20,15,7,22,4,7,13,10
"28",15,12,25,18,26,9,11,25,3,7,2
"29",5,8,9,12,3,18,9,26,25,10,23
