"","V1","V2","V3","V4","V5","V6","V7"
"1",11,20,2,9,10,25,19
"2",23,15,23,23,9,5,3
"3",16,25,27,1,7,13,14
"4",29,13,1,20,23,14,13
"5",4,14,6,2,19,17,28
"6",25,24,7,14,27,3,18
"7",10,17,15,5,2,2,9
"8",27,2,18,3,16,9,7
"9",24,28,22,6,14,21,24
"10",1,6,9,13,13,12,2
"11",8,5,24,8,22,4,21
"12",18,19,29,18,20,11,29
"13",13,1,19,15,1,15,27
"14",2,12,25,19,4,22,17
"15",12,11,26,27,26,16,4
"16",9,16,20,26,17,29,22
"17",20,18,13,7,21,19,1
"18",19,23,8,17,3,27,5
"19",21,10,4,10,5,7,23
"20",15,9,10,4,28,28,15
"21",14,29,3,25,18,10,8
"22",5,26,12,21,11,6,26
"23",3,21,21,16,29,8,12
"24",7,3,5,24,8,20,11
"25",22,4,14,22,25,24,25
"26",26,8,28,12,12,26,10
"27",17,7,11,29,15,1,16
"28",6,27,17,11,24,23,6
"29",28,22,16,28,6,18,20
