"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",17,11,29,28,19,3,13,9,11,12,1,29,9,24,28,18,22,9,28,16,3,18,13
"2",14,12,17,1,18,4,1,28,28,28,16,11,29,8,27,14,18,4,14,1,28,14,15
"3",1,13,3,9,10,16,15,4,15,1,14,2,17,2,29,15,2,13,29,13,19,29,2
"4",25,15,24,18,23,19,18,25,12,3,22,9,26,3,5,4,10,5,25,18,4,13,20
"5",10,18,5,6,6,17,7,21,6,23,4,26,22,16,10,3,24,12,26,20,21,7,21
"6",26,17,9,23,27,7,8,8,4,22,20,5,3,10,23,10,13,16,16,24,23,24,26
"7",20,25,8,21,3,6,5,3,7,7,27,12,18,18,13,27,16,2,20,3,14,9,9
"8",15,28,1,13,22,13,17,15,29,14,29,21,7,22,1,17,1,11,18,15,29,1,29
"9",19,1,2,29,1,29,14,29,10,15,17,1,16,23,2,16,19,29,10,27,17,15,14
"10",22,5,25,10,4,10,6,22,20,8,24,23,10,20,20,5,7,17,5,17,24,19,3
"11",12,22,22,2,20,27,28,2,9,9,18,28,8,7,14,8,17,23,15,26,27,11,10
"12",24,19,28,11,2,28,11,10,26,18,11,18,14,6,25,21,11,27,24,8,16,5,25
"13",16,26,7,26,8,8,27,14,21,10,3,8,24,13,26,7,6,21,6,22,9,8,18
"14",27,14,13,3,12,1,29,24,16,26,13,13,1,28,9,25,5,22,27,19,13,12,11
"15",9,23,27,5,5,9,22,7,13,25,19,3,11,17,4,13,20,10,4,9,5,20,24
"16",7,27,20,16,15,26,2,27,3,16,7,14,6,21,17,6,4,20,17,2,2,27,17
"17",13,6,21,19,7,18,24,20,25,5,8,10,5,14,16,26,25,3,19,25,22,25,27
"18",5,21,11,20,26,5,10,23,17,4,5,24,12,5,6,24,15,26,3,10,20,21,19
"19",6,3,26,25,28,11,23,18,8,20,10,6,20,15,11,19,8,19,21,6,26,6,5
"20",18,4,4,17,16,12,25,13,22,24,28,19,13,4,12,2,26,25,23,4,8,26,12
"21",4,10,18,15,13,2,19,12,2,2,21,17,27,27,19,11,28,28,12,12,18,2,28
"22",21,7,6,4,24,25,26,17,5,11,15,25,21,19,22,23,9,8,7,5,12,23,23
"23",3,16,10,24,9,23,21,26,14,21,23,22,4,9,24,20,21,6,8,14,6,4,4
"24",28,20,16,22,11,24,20,6,23,19,6,20,28,26,7,9,14,7,11,11,25,28,7
"25",23,8,14,8,21,22,3,11,18,6,2,7,2,12,3,12,27,15,9,7,10,3,8
"26",11,24,15,7,25,20,9,19,24,13,25,4,25,25,21,22,23,24,22,21,7,22,6
"27",2,2,12,12,29,15,12,1,27,17,12,15,15,29,15,1,12,1,2,28,1,10,16
"28",8,9,19,27,14,21,4,5,19,27,26,27,23,11,8,28,3,18,13,23,11,17,22
"29",29,29,23,14,17,14,16,16,1,29,9,16,19,1,18,29,29,14,1,29,15,16,1
