"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",24,10,20,24,26,9,28,12,10,9,10,6,23
"2",3,19,13,13,6,4,7,10,9,7,2,5,12
"3",25,17,4,14,24,2,16,20,21,23,27,4,9
"4",10,14,26,18,3,28,15,17,3,27,15,3,27
"5",18,13,3,2,4,10,24,13,13,29,8,25,11
"6",12,20,2,28,15,22,13,23,23,6,7,8,25
"7",8,18,9,20,21,24,26,3,6,22,4,20,19
"8",26,6,1,17,13,15,1,6,1,11,14,28,15
"9",20,12,22,27,9,23,14,1,14,1,26,19,8
"10",13,4,15,10,2,7,22,22,5,5,25,22,21
"11",29,1,12,7,29,19,17,19,15,15,1,17,29
"12",4,8,6,11,25,27,9,16,19,4,12,23,4
"13",5,7,5,23,10,5,18,5,18,20,22,14,28
"14",9,16,8,16,5,14,29,29,29,10,19,16,1
"15",27,22,23,12,14,29,27,24,17,21,21,27,14
"16",14,24,14,25,27,17,8,11,28,28,24,24,20
"17",11,21,24,6,28,8,12,4,4,19,20,15,2
"18",15,5,19,5,12,25,20,7,27,24,6,7,7
"19",21,28,11,8,17,12,23,2,25,3,16,2,18
"20",16,15,27,3,20,3,5,9,22,8,17,26,26
"21",22,9,25,21,7,6,11,26,26,18,3,21,17
"22",1,2,28,19,19,18,25,14,24,13,29,10,13
"23",19,3,10,26,18,11,6,25,7,26,18,9,5
"24",2,29,21,9,11,13,2,21,16,25,9,18,24
"25",7,11,17,1,22,21,3,28,12,16,23,1,16
"26",23,26,7,4,8,26,10,15,8,12,28,12,22
"27",6,27,18,29,16,1,21,18,11,14,13,29,6
"28",17,25,29,15,23,16,19,27,2,2,5,13,10
"29",28,23,16,22,1,20,4,8,20,17,11,11,3
