"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",9,24,22,18,3,3,18,19,7,27,10,27,4,15,11
"2",26,23,6,12,7,7,9,7,9,13,23,6,9,25,7
"3",29,11,20,13,10,29,2,20,18,26,28,9,23,12,13
"4",8,14,2,10,5,17,23,13,26,7,25,24,25,16,3
"5",11,9,15,2,28,25,13,26,10,10,22,28,17,5,8
"6",1,1,10,14,16,4,27,16,6,15,27,7,12,1,19
"7",24,19,3,21,23,15,11,14,8,28,7,21,26,3,22
"8",27,12,28,28,25,5,24,21,13,12,13,15,8,9,2
"9",12,28,27,27,11,27,16,9,5,11,21,13,27,17,25
"10",16,3,14,19,29,1,15,10,28,24,18,10,28,20,6
"11",13,10,4,1,12,8,25,8,17,25,5,14,2,13,26
"12",19,2,24,9,19,23,5,12,4,19,3,22,10,18,5
"13",7,17,17,26,26,10,3,3,19,17,26,26,11,21,23
"14",25,5,8,25,21,26,20,11,20,8,9,4,18,23,20
"15",14,27,11,24,9,11,4,23,21,6,4,12,14,2,4
"16",23,4,23,6,4,14,14,6,22,4,19,18,5,4,21
"17",22,18,16,5,1,19,28,28,11,16,2,11,29,22,15
"18",28,29,13,16,14,22,26,1,27,18,11,29,13,6,16
"19",4,7,26,15,13,6,8,27,24,9,8,20,24,26,18
"20",2,26,5,7,24,28,17,22,23,22,16,16,6,24,14
"21",15,13,1,17,22,18,1,29,3,5,17,2,3,14,17
"22",21,25,9,4,17,2,6,18,14,2,14,25,21,19,28
"23",6,15,18,20,6,24,10,17,29,14,1,5,7,10,29
"24",20,8,12,23,8,13,22,24,1,23,20,23,15,28,27
"25",17,20,21,22,18,21,29,15,16,1,29,19,1,27,9
"26",5,21,19,11,27,12,21,5,2,3,6,8,22,11,12
"27",18,22,25,8,20,9,19,25,25,20,24,3,19,7,24
"28",10,16,29,3,15,16,12,2,15,29,12,1,16,29,1
"29",3,6,7,29,2,20,7,4,12,21,15,17,20,8,10
