"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",28,23,5,25,8,18,7,5,12,23,4,10,18,17,10,7,10,5
"2",19,22,22,2,5,6,2,28,3,8,10,5,13,14,18,16,1,15
"3",14,19,23,26,2,25,11,22,21,25,25,7,8,5,9,15,24,21
"4",26,25,18,20,14,1,15,11,10,6,28,29,5,21,24,8,23,14
"5",18,15,29,28,28,16,1,9,17,18,14,24,15,15,26,29,29,29
"6",21,26,24,6,21,23,9,2,7,11,23,18,24,20,6,20,12,23
"7",20,9,11,15,6,15,26,8,14,2,12,4,3,28,5,11,27,24
"8",11,17,16,11,16,17,12,29,1,29,18,23,14,29,1,1,20,1
"9",25,6,17,10,13,2,14,10,19,28,13,2,23,7,2,27,7,18
"10",5,7,3,17,15,20,3,17,6,20,29,3,1,19,17,28,13,11
"11",27,5,6,3,24,13,28,25,11,22,26,21,19,12,11,17,26,16
"12",23,12,15,23,3,21,21,20,5,5,5,26,26,6,16,26,19,10
"13",7,2,14,22,20,7,6,4,26,9,11,20,7,11,8,19,22,3
"14",13,18,4,9,26,10,10,21,20,3,3,28,9,25,13,25,9,20
"15",8,4,26,24,22,4,18,23,8,16,6,8,22,22,12,6,17,26
"16",10,3,8,7,4,26,13,7,9,15,16,27,12,10,22,4,5,27
"17",12,16,21,18,25,19,29,6,23,4,27,6,25,13,14,2,3,12
"18",2,8,25,16,9,12,8,24,15,1,22,19,20,2,28,10,11,6
"19",17,27,28,5,10,11,23,16,24,19,7,25,2,9,7,5,14,9
"20",9,29,10,8,27,24,17,15,13,10,9,1,21,8,25,14,28,4
"21",16,13,1,29,29,3,20,13,2,14,21,15,11,1,4,13,6,8
"22",29,1,27,12,17,27,24,18,18,12,17,11,10,26,21,21,8,2
"23",15,14,9,4,1,5,19,1,28,17,24,9,16,23,27,24,18,7
"24",1,24,7,19,11,29,22,27,29,7,15,14,17,16,3,23,15,28
"25",6,28,13,27,7,8,25,14,16,24,20,22,27,27,19,18,4,19
"26",22,10,12,21,23,22,16,26,27,27,8,17,4,18,29,9,2,17
"27",3,11,20,1,12,28,5,12,22,21,1,16,29,24,15,12,25,13
"28",24,21,2,13,18,9,4,19,25,13,19,12,28,4,20,3,21,25
"29",4,20,19,14,19,14,27,3,4,26,2,13,6,3,23,22,16,22
