"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",23,11,10,3,20,22,25,16,19,28,18,7,8,2,3,15,4
"2",18,22,26,7,2,24,18,14,21,20,10,19,26,12,4,4,27
"3",19,9,12,11,3,5,13,9,25,4,27,23,6,26,10,18,8
"4",13,6,4,10,4,10,11,24,7,25,2,3,18,8,9,8,14
"5",5,16,13,19,15,3,19,8,17,5,7,5,25,4,26,3,6
"6",25,24,20,4,10,8,24,11,8,9,4,8,11,28,21,13,22
"7",16,28,3,27,5,19,29,3,24,15,13,15,3,6,20,9,13
"8",2,21,23,6,27,9,12,27,22,14,6,18,4,9,15,20,2
"9",14,17,29,1,23,20,8,4,14,3,12,4,17,22,8,29,12
"10",10,26,5,9,18,14,21,18,26,26,14,24,29,25,28,24,15
"11",8,20,6,17,25,26,14,7,9,24,23,10,5,24,13,5,26
"12",27,1,28,20,14,12,15,20,15,27,9,26,2,23,23,7,11
"13",3,7,9,24,22,18,6,15,20,10,5,20,22,29,2,11,21
"14",11,4,18,28,16,25,22,10,5,18,3,22,9,11,11,27,5
"15",28,23,1,26,28,11,20,19,10,1,21,17,19,14,6,14,7
"16",4,29,14,12,13,16,17,21,1,11,29,1,1,16,1,23,16
"17",9,12,24,23,1,15,2,17,4,2,15,12,7,10,29,16,29
"18",26,5,22,22,19,13,16,6,23,13,25,2,28,5,14,22,24
"19",17,19,16,25,6,23,10,26,13,21,24,6,23,27,24,21,3
"20",12,27,27,15,21,6,5,12,6,23,28,21,21,1,19,12,10
"21",22,13,7,5,12,17,3,5,2,12,17,28,27,18,16,6,1
"22",24,25,8,18,8,27,9,23,16,7,8,27,14,3,12,25,23
"23",1,15,21,21,7,7,26,2,12,29,19,29,16,17,5,19,20
"24",29,14,15,13,29,29,1,1,29,22,1,14,15,15,27,17,17
"25",6,2,2,2,11,2,7,13,18,19,22,16,12,13,22,26,25
"26",21,18,19,29,17,1,4,29,27,17,16,9,10,19,7,1,18
"27",7,3,25,14,9,28,27,22,28,8,20,11,20,20,17,10,9
"28",15,8,17,8,24,21,23,28,11,6,26,25,13,7,25,2,19
"29",20,10,11,16,26,4,28,25,3,16,11,13,24,21,18,28,28
