"","V1","V2","V3","V4","V5","V6"
"1",25,21,3,5,17,13
"2",17,1,12,9,8,15
"3",19,13,1,26,9,30
"4",14,22,11,28,13,6
"5",12,8,16,30,2,19
"6",8,26,24,25,7,14
"7",9,17,7,3,6,24
"8",4,24,15,1,26,10
"9",21,27,6,14,1,4
"10",16,16,27,15,15,9
"11",30,30,19,20,18,8
"12",7,4,2,10,21,7
"13",10,12,23,13,30,12
"14",13,7,25,4,19,29
"15",1,20,21,27,22,25
"16",18,28,29,6,23,18
"17",26,2,28,29,28,2
"18",15,25,4,22,29,21
"19",5,3,30,21,11,22
"20",28,6,8,23,5,11
"21",22,9,22,2,12,5
"22",11,18,9,19,24,1
"23",29,11,10,8,27,26
"24",23,15,14,24,20,16
"25",2,14,18,7,4,3
"26",24,23,26,18,3,27
"27",20,5,17,16,25,23
"28",27,19,20,11,10,20
"29",3,10,5,17,16,17
"30",6,29,13,12,14,28
