"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,12,3,14,18,12,5,3,9
"2",4,7,22,24,22,10,14,17,22
"3",10,10,5,21,8,21,16,7,17
"4",8,1,19,12,17,25,25,23,15
"5",23,5,6,11,6,18,4,20,24
"6",14,15,10,23,19,20,2,25,2
"7",24,25,12,25,5,9,8,1,14
"8",21,2,2,22,13,5,23,11,6
"9",20,9,15,18,24,23,7,13,11
"10",6,3,17,16,2,15,11,9,3
"11",15,6,23,2,10,19,18,2,8
"12",1,23,24,5,12,22,6,10,21
"13",12,20,1,1,23,14,10,22,16
"14",7,8,9,8,11,3,9,18,12
"15",11,21,21,13,7,7,3,14,7
"16",22,16,20,9,20,16,21,8,13
"17",25,11,16,4,15,8,15,21,4
"18",16,24,8,15,16,13,17,15,20
"19",13,17,18,19,14,2,12,4,25
"20",18,18,4,7,3,24,13,16,5
"21",19,13,25,17,1,4,19,24,18
"22",9,14,11,3,4,11,24,12,23
"23",2,19,14,20,9,17,22,19,10
"24",17,4,13,6,21,6,1,6,19
"25",5,22,7,10,25,1,20,5,1
