"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",11,1,6,6,16,17,16,1,3,9,12,8,10
"2",4,3,9,11,10,15,1,13,8,7,3,13,15
"3",6,4,4,14,5,2,11,5,7,3,6,4,8
"4",16,9,7,12,4,7,4,10,2,11,15,1,16
"5",1,10,1,9,14,8,15,12,14,12,2,5,7
"6",15,2,14,8,1,6,12,17,10,10,7,16,4
"7",9,17,16,17,6,9,17,11,1,17,5,11,11
"8",10,16,5,13,15,5,2,8,17,6,10,15,5
"9",14,5,13,15,13,12,7,4,15,14,8,7,14
"10",13,11,3,4,7,13,6,6,6,13,4,12,3
"11",2,8,17,10,12,10,8,2,4,2,17,17,1
"12",3,15,15,5,2,16,5,7,13,8,9,2,9
"13",7,7,12,3,11,3,3,15,5,16,11,6,6
"14",5,13,8,7,8,4,13,3,12,15,14,14,13
"15",17,14,11,2,17,1,10,9,9,1,1,9,17
"16",12,12,10,16,9,14,14,14,11,4,13,3,2
"17",8,6,2,1,3,11,9,16,16,5,16,10,12
