"","V1","V2","V3","V4","V5","V6","V7"
"1",15,20,18,15,16,13,2
"2",5,2,10,9,11,3,3
"3",3,22,9,19,22,18,19
"4",14,14,11,21,6,4,15
"5",10,10,15,16,12,10,18
"6",1,18,16,2,14,5,8
"7",12,15,7,12,19,1,10
"8",21,16,22,10,10,16,16
"9",4,12,20,13,7,19,6
"10",16,21,5,5,8,9,12
"11",2,7,6,11,3,12,13
"12",13,3,17,6,18,20,14
"13",7,5,21,22,20,8,11
"14",8,19,13,8,5,22,22
"15",17,9,3,20,13,21,7
"16",22,4,4,14,15,6,21
"17",11,6,8,1,9,17,1
"18",20,11,12,7,21,11,5
"19",6,13,2,4,17,14,17
"20",18,8,19,3,2,2,20
"21",9,17,1,17,1,7,4
"22",19,1,14,18,4,15,9
