"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",6,9,19,15,17,8,3,11,10,16,2,19,2,15,18,21,23
"2",15,8,7,3,19,20,4,19,12,19,19,8,13,3,20,10,19
"3",23,19,21,7,22,9,6,17,11,12,11,5,8,23,8,2,8
"4",14,14,17,21,21,18,12,20,23,21,8,17,16,10,7,20,5
"5",24,24,11,6,15,23,17,9,24,17,15,20,24,13,13,3,24
"6",4,6,3,22,4,5,9,16,18,14,10,3,18,11,11,5,21
"7",22,4,12,20,24,7,13,6,21,3,20,12,12,22,17,17,17
"8",17,21,22,19,6,17,19,13,19,10,3,10,4,4,14,11,18
"9",2,12,13,14,7,14,18,24,17,20,22,11,7,19,23,1,2
"10",18,16,2,24,10,24,10,5,6,23,12,6,5,16,19,24,11
"11",8,20,5,4,2,12,5,7,22,8,7,18,14,18,21,12,6
"12",20,2,8,11,3,11,11,14,2,18,23,21,3,7,9,14,7
"13",12,5,20,17,9,22,2,4,16,9,17,22,11,9,2,4,9
"14",5,23,23,8,12,3,8,1,15,24,24,14,17,2,12,18,12
"15",7,17,16,18,20,10,20,8,3,15,16,2,20,6,22,9,10
"16",13,1,1,12,18,16,24,3,14,13,1,7,22,24,10,16,1
"17",11,11,10,1,14,4,16,12,20,7,14,4,1,1,1,22,4
"18",1,13,4,10,23,15,14,2,7,2,9,16,6,5,3,7,20
"19",16,7,15,2,8,6,21,10,5,22,4,15,15,21,5,6,14
"20",21,15,9,16,11,2,1,22,8,4,5,13,23,8,16,8,3
"21",10,18,14,13,5,19,7,15,4,5,18,9,21,20,4,19,22
"22",9,22,6,23,16,1,22,21,9,11,21,23,9,17,6,13,16
"23",3,3,18,5,13,21,15,23,1,6,6,1,10,14,15,15,13
"24",19,10,24,9,1,13,23,18,13,1,13,24,19,12,24,23,15
