"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",9,22,17,9,16,11,18,14,10,5,8,24
"2",3,8,14,11,9,8,2,6,25,6,6,6
"3",5,16,5,22,3,6,11,11,8,2,13,3
"4",17,10,24,2,23,12,10,10,24,23,12,21
"5",15,15,12,24,25,22,4,15,17,3,2,15
"6",22,1,18,7,17,21,15,25,20,1,16,4
"7",19,9,2,12,8,19,19,12,1,4,23,18
"8",14,6,23,20,11,4,22,23,14,8,11,16
"9",11,17,9,16,18,7,13,3,21,10,22,20
"10",13,20,11,6,6,9,3,24,4,21,15,17
"11",20,18,19,13,22,5,12,19,2,16,5,8
"12",21,11,16,23,7,10,17,4,15,19,18,10
"13",16,25,13,1,1,2,20,16,22,14,25,1
"14",8,3,21,3,2,17,14,2,7,11,3,14
"15",6,23,3,21,13,16,16,22,23,22,4,11
"16",4,7,15,25,15,25,9,21,3,15,21,23
"17",18,21,4,5,12,24,8,5,13,12,10,7
"18",24,24,25,19,19,15,1,8,6,7,20,12
"19",10,14,22,15,10,18,6,17,11,24,24,5
"20",2,12,8,4,24,14,23,20,12,9,19,9
"21",25,13,6,8,14,1,25,1,9,25,1,22
"22",1,19,20,14,4,23,24,9,19,17,14,19
"23",23,4,7,17,5,13,7,18,18,13,7,25
"24",7,2,1,10,20,3,5,13,16,18,17,13
"25",12,5,10,18,21,20,21,7,5,20,9,2
