"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",15,3,9,19,15,8,22,23,6,22,9,10,14,15,24
"2",12,20,21,23,4,3,17,16,16,16,13,19,4,14,2
"3",3,22,14,1,3,10,23,1,24,12,5,8,13,21,16
"4",5,6,5,17,8,23,24,12,2,13,11,24,1,1,12
"5",11,15,6,8,6,5,3,15,4,2,14,2,17,16,15
"6",23,10,13,22,7,15,18,9,13,17,22,3,18,8,17
"7",16,9,22,12,9,22,4,17,19,15,7,12,22,22,20
"8",13,8,24,2,24,1,11,8,3,14,18,9,10,6,22
"9",21,5,8,4,5,18,8,22,20,10,15,7,6,11,4
"10",19,19,19,13,11,11,5,2,7,21,10,4,7,2,8
"11",17,23,1,16,2,16,12,19,10,1,2,16,11,5,18
"12",14,7,3,11,10,7,19,5,14,6,24,14,8,23,6
"13",22,14,20,3,16,20,20,10,5,4,6,17,16,13,7
"14",7,13,2,21,17,21,10,7,22,20,3,1,12,17,3
"15",6,16,17,15,19,19,16,20,8,7,19,6,5,20,19
"16",2,1,16,10,14,4,14,14,11,9,1,5,23,4,1
"17",8,4,18,9,1,17,13,4,9,23,16,21,20,18,11
"18",18,24,11,20,23,12,6,13,1,11,21,15,24,19,5
"19",1,21,10,7,13,24,1,11,15,24,23,18,9,12,23
"20",9,18,4,5,20,13,21,18,18,18,17,11,19,3,9
"21",24,12,12,6,22,6,9,21,12,19,4,22,2,24,13
"22",10,2,15,24,21,14,2,6,17,3,8,13,3,9,14
"23",4,11,23,18,12,9,7,24,23,5,20,20,15,7,10
"24",20,17,7,14,18,2,15,3,21,8,12,23,21,10,21
