"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",3,20,3,15,11,29,2,7,16,21,5,22,17,4,21,2,17,29,22
"2",9,8,18,23,30,26,10,28,5,12,3,15,29,12,27,6,10,13,13
"3",8,13,20,7,5,5,22,11,22,24,23,24,27,11,29,24,13,19,4
"4",22,27,21,29,20,25,6,12,27,11,16,20,24,7,14,23,20,7,30
"5",28,23,11,4,26,12,8,20,12,8,7,25,20,25,23,21,15,22,7
"6",16,3,8,3,21,20,23,15,17,22,10,9,10,8,25,5,25,6,5
"7",23,30,6,11,15,27,15,30,4,26,22,16,7,9,9,19,9,24,2
"8",21,2,16,6,6,30,29,26,30,4,15,30,15,30,10,1,16,15,15
"9",18,6,29,2,1,17,9,1,18,10,28,8,18,3,16,20,4,25,16
"10",4,28,2,13,12,14,26,27,25,9,29,11,28,21,20,18,24,9,12
"11",14,11,26,10,19,7,11,29,26,19,8,28,4,19,19,12,23,26,28
"12",12,25,14,8,2,4,18,19,6,13,4,10,9,2,4,27,21,12,24
"13",5,4,25,25,9,11,1,14,3,7,11,17,14,17,6,17,27,21,3
"14",30,16,30,30,14,15,27,13,7,30,1,29,1,1,15,13,12,10,11
"15",7,15,10,9,13,22,5,10,10,5,18,5,3,28,30,15,5,11,29
"16",1,29,23,5,29,9,12,9,21,27,13,13,16,23,8,7,8,8,19
"17",15,7,4,24,25,16,3,18,24,25,27,21,5,27,2,28,14,14,17
"18",6,5,9,20,24,8,25,23,13,14,21,27,19,5,11,16,6,1,26
"19",24,14,28,12,16,2,4,22,11,18,25,6,23,15,3,3,18,5,8
"20",27,12,5,26,4,23,21,17,20,16,9,7,26,22,7,10,11,23,27
"21",11,22,17,21,3,24,13,3,14,15,26,26,6,24,13,9,26,3,6
"22",20,26,19,27,17,3,24,16,15,6,30,18,8,18,28,4,3,28,20
"23",29,9,22,14,27,28,28,8,8,17,24,12,12,20,22,25,28,18,25
"24",2,18,24,18,28,21,20,21,19,2,17,2,2,10,12,30,19,27,10
"25",10,1,12,28,18,1,16,4,9,28,14,4,25,29,17,22,22,30,14
"26",17,19,27,17,8,19,19,24,2,23,12,19,22,26,24,26,1,2,21
"27",13,24,15,16,23,18,30,2,29,20,2,1,21,16,1,14,2,20,1
"28",19,17,1,1,22,13,17,5,1,1,19,23,30,13,5,8,30,16,23
"29",26,21,13,22,7,10,7,25,23,29,20,3,13,6,26,11,29,17,18
"30",25,10,7,19,10,6,14,6,28,3,6,14,11,14,18,29,7,4,9
