"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",13,18,10,9,4,20,21,2,25,16,22,3,20,13,1,17,20,2,13,17
"2",21,19,16,19,7,12,8,8,17,8,9,21,4,19,4,20,5,6,19,20
"3",17,10,9,5,20,3,5,7,7,2,18,2,10,3,6,10,8,8,16,13
"4",14,23,17,23,24,1,4,13,24,10,25,17,15,14,21,3,13,7,8,4
"5",3,5,22,4,21,21,20,12,22,13,7,23,14,23,3,7,11,18,17,15
"6",5,3,12,7,15,8,11,21,3,11,19,18,19,21,17,16,2,4,3,18
"7",15,2,2,17,13,23,14,5,21,7,21,16,8,1,19,14,14,23,24,23
"8",8,15,7,11,8,7,22,16,10,12,3,24,2,4,20,9,16,3,20,5
"9",16,22,24,1,10,14,9,15,1,17,24,8,1,25,13,11,25,15,25,12
"10",20,11,3,8,19,19,3,18,12,22,8,14,18,17,14,2,21,5,21,24
"11",19,20,8,13,22,15,18,10,9,3,16,22,22,24,15,23,19,22,6,7
"12",4,17,4,14,3,2,1,25,16,19,17,11,12,22,24,21,10,19,18,11
"13",10,16,21,10,6,16,6,17,19,4,11,6,21,5,18,6,7,20,4,21
"14",23,8,19,15,16,5,23,9,23,20,12,7,23,10,16,15,3,11,23,6
"15",1,14,15,2,14,10,2,1,18,25,13,25,9,12,10,13,23,25,1,2
"16",6,21,14,18,18,22,10,22,5,6,5,4,17,11,7,18,15,17,22,3
"17",12,9,23,22,23,17,15,20,14,21,15,12,3,2,2,19,12,1,2,9
"18",24,4,18,6,5,18,7,4,4,15,6,15,11,6,23,22,17,13,9,8
"19",25,7,11,12,1,24,25,19,13,5,23,13,5,16,9,8,1,16,10,1
"20",22,12,20,21,9,6,17,24,6,18,20,20,16,8,8,4,18,21,15,19
"21",2,25,1,25,2,25,13,11,8,24,10,19,25,7,12,12,6,9,11,14
"22",11,6,5,20,11,4,12,3,15,9,4,9,24,20,5,5,22,14,5,10
"23",9,13,13,16,25,13,16,6,2,23,1,5,6,18,22,1,4,24,12,16
"24",18,24,6,3,17,9,19,23,20,14,2,10,7,9,11,25,9,12,7,22
"25",7,1,25,24,12,11,24,14,11,1,14,1,13,15,25,24,24,10,14,25
